,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교
733,박재민,5.0,10726,66.0,13.0,29.0,47.0,0.617,1.0,14.0,0.071,5.0,10.0,0.5,8.0,12.0,4.0,14.0,2.8,14.0,1.0,0.0,0.0,6.0,10.0,0.0,0.0,1.0,11.0,6.0,6.0,2.0,0.0,2018.0,단국대학교
734,박재민,16.0,22909,108.0,6.0,32.0,56.0,0.571,12.0,36.0,0.333,8.0,11.0,0.727,17.0,19.0,2.0,28.0,1.8,17.0,0.0,0.0,0.0,21.0,26.0,0.0,0.0,1.0,17.0,8.0,13.0,6.0,0.0,2018.0,단국대학교
735,박재인,15.0,744,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2013.0,상명대학교
736,박재인,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,상명대학교
737,박재인,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,상명대학교
738,박정완,2.0,747,4.0,2.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,연세대학교
739,박정완,4.0,773,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2002.0,연세대학교
740,박정준,2.0,2074,13.0,6.0,3.0,6.0,0.5,2.0,11.0,0.182,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2001.0,명지대학교
741,박정준,3.0,3189,24.0,8.0,9.0,15.0,0.6,1.0,3.0,0.333,3.0,6.0,0.5,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2000.0,명지대학교
742,박정환,3.0,1882,10.0,3.0,3.0,8.0,0.375,0.0,0.0,0.0,4.0,6.0,0.667,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2012.0,단국대학교
743,박정환,3.0,4322,23.0,7.0,7.0,15.0,0.467,2.0,9.0,0.222,3.0,4.0,0.75,4.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,2013.0,단국대학교
744,박정환,16.0,21745,84.0,5.0,20.0,50.0,0.4,9.0,35.0,0.257,17.0,21.0,0.81,11.0,27.0,2.0,7.0,0.4,10.0,7.0,0.0,0.0,16.0,17.0,0.0,0.0,7.0,2.0,0.0,20.0,6.0,2.0,2013.0,단국대학교
745,박정환,18.0,8877,37.0,2.0,7.0,22.0,0.318,3.0,16.0,0.188,14.0,16.0,0.875,5.0,5.0,0.0,3.0,0.2,6.0,1.0,0.0,0.0,10.0,7.0,0.0,0.0,8.0,3.0,0.0,6.0,0.0,0.0,2012.0,단국대학교
