,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교,대회명
1200,양재혁,3,1:54:30,9,3,2,14,14.30%,1,3,33.30%,2,8,25.00%,1,9,3,31,10.3,4,0,0,0,6,5,0,0,3,0,1,16,4,0,2018,조선대학교,MBC배 대학리그
1201,양재혁,16,6:14:51,150,9,34,75,45.30%,20,73,27.40%,22,29,75.90%,31,38,4,25,1.6,14,2,0,0,12,13,0,0,0,13,4,15,7,1,2019,연세대학교,대학농구리그
1202,양재혁,16,4:56:04,53,3,20,56,35.70%,2,9,22.20%,7,16,43.80%,14,22,2,59,3.7,11,0,0,0,14,16,0,0,8,3,3,27,4,0,2019,조선대학교,대학농구리그
1203,양재혁,4,1:44:56,24,6,6,12,50.00%,4,19,21.10%,0,0,0.00%,7,7,3,13,3.3,3,2,0,0,1,5,0,0,0,3,1,4,0,0,2019,연세대학교,MBC배 대학리그
1204,양재혁,3,0:11:35,0,0,0,2,0.00%,0,0,0.00%,0,0,0.00%,0,2,0,4,1.3,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2019,조선대학교,MBC배 대학리그
1205,양준우,14,5:32:51,117,8,15,38,39.50%,19,56,33.90%,30,40,75.00%,15,25,2,46,3.3,24,0,0,0,4,14,0,0,2,5,6,23,8,1,2017,성균관대학교,대학농구리그
1206,양준우,16,6:26:57,160,10,39,87,44.80%,21,57,36.80%,19,25,76.00%,12,31,2,45,2.8,28,2,0,0,6,29,0,0,4,11,4,29,5,0,2018,성균관대학교,대학농구리그
1207,양준우,5,2:38:51,42,8,5,12,41.70%,9,33,27.30%,5,6,83.30%,6,15,4,25,5,8,0,0,0,1,6,0,0,1,2,0,3,8,0,2018,성균관대학교,MBC배 대학리그
1208,양준우,15,7:49:37,208,13,42,82,51.20%,32,81,39.50%,28,35,80.00%,21,42,4,83,5.5,21,1,0,0,9,20,0,0,5,14,5,25,24,7,2019,성균관대학교,대학농구리그
1209,양준우,5,2:30:32,81,16,14,26,53.80%,16,49,32.70%,5,7,71.40%,8,18,5,19,3.8,13,0,0,0,6,2,0,0,1,5,2,12,10,0,2019,성균관대학교,MBC배 대학리그
1210,양준우,3,1:38:08,55,18,12,23,52.20%,6,21,28.60%,13,16,81.30%,2,16,6,19,6.3,6,2,0,0,5,3,0,1,1,8,2,9,4,0,2020,성균관대학교,대학농구리그
1211,양홍석,16,6:48:15,302,18,107,192,55.70%,19,61,31.10%,31,52,59.60%,44,78,7,29,1.8,20,19,0,0,20,15,0,0,2,27,14,38,15,1,2017,중앙대학교,대학농구리그
1212,양희종,4,0:41:58,21,5,6,11,54.50%,1,3,33.30%,6,8,75.00%,5,7,3,0,0,3,0,0,0,3,3,0,0,2,0,0,3,0,0,2003,연세대학교,MBC배 대학리그
1213,양희종,7,2:52:47,92,13,25,46,54.30%,11,28,39.30%,9,14,64.30%,14,25,5,5,0.7,9,3,0,0,9,13,0,0,4,0,0,9,0,0,2004,연세대학교,MBC배 대학리그
1214,양희종,7,3:36:58,89,12,27,64,42.20%,7,23,30.40%,14,23,60.90%,30,33,9,13,1.9,9,12,0,0,16,9,0,0,6,0,0,9,0,0,2005,연세대학교,MBC배 대학리그
1215,양희종,4,2:02:04,85,21,23,48,47.90%,10,24,41.70%,9,12,75.00%,19,25,11,7,1.8,5,6,0,0,5,3,0,0,5,0,0,7,0,0,2006,연세대학교,MBC배 대학리그
1216,염승민,2,0:16:28,4,2,1,2,50.00%,0,0,0.00%,2,2,100.00%,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2010,고려대학교,MBC배 대학리그
1217,염승민,14,2:46:22,31,2,9,21,42.90%,2,12,16.70%,7,17,41.20%,5,12,1,18,1.3,5,1,0,0,4,11,0,0,6,3,2,16,21,0,2011,고려대학교,대학농구리그
1218,염승민,5,0:20:05,6,1,3,3,100.00%,0,1,0.00%,0,2,0.00%,0,2,0,1,0.2,1,0,0,0,0,1,0,0,0,2,0,6,1,0,2011,고려대학교,MBC배 대학리그
1219,염승민,15,2:25:35,50,3,11,23,47.80%,8,17,47.10%,4,6,66.70%,1,14,1,14,0.9,5,1,0,0,4,12,0,0,3,5,2,18,12,0,2013,고려대학교,대학농구리그
1220,염승민,5,0:17:59,4,0,0,2,0.00%,0,1,0.00%,4,6,66.70%,1,1,0,4,0.8,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2013,고려대학교,MBC배 대학리그
1221,오광택,7,2:09:10,33,4,4,6,66.70%,7,25,28.00%,4,9,44.40%,2,6,1,2,0.3,8,2,0,0,6,7,0,0,2,0,0,9,0,0,1999,고려대학교,MBC배 대학리그
1222,오기석,5,1:36:57,22,4,11,25,44.00%,0,2,0.00%,0,3,0.00%,3,10,2,1,0.2,5,3,0,0,10,5,0,0,3,0,0,4,0,0,2005,동국대학교,MBC배 대학리그
1223,오기석,2,0:32:34,16,8,7,9,77.80%,0,0,0.00%,2,2,100.00%,3,6,4,0,0,1,1,0,0,2,2,0,0,1,0,0,4,0,0,2007,동국대학교,MBC배 대학리그
1224,오세근,6,3:03:35,118,19,49,59,83.10%,0,0,0.00%,20,27,74.10%,28,44,12,3,0.5,11,4,0,0,8,14,0,0,4,0,0,12,0,0,2007,중앙대학교,MBC배 대학리그
1225,오세근,6,3:14:04,170,28,69,95,72.60%,0,1,0.00%,32,43,74.40%,26,48,12,3,0.5,6,11,0,0,5,8,0,0,1,0,0,20,0,0,2008,중앙대학교,MBC배 대학리그
1226,오세근,6,2:24:57,105,17,42,59,71.20%,0,2,0.00%,21,29,72.40%,21,38,9,1,0.2,6,6,0,0,2,8,0,0,10,0,0,14,0,0,2009,중앙대학교,MBC배 대학리그
1227,오세근,5,2:02:22,96,19,45,60,75.00%,0,0,0.00%,6,12,50.00%,19,29,9,7,1.4,6,12,0,0,2,4,0,0,8,0,0,12,0,0,2010,중앙대학교,MBC배 대학리그
1228,오용준,7,2:13:13,31,4,9,19,47.40%,2,14,14.30%,7,9,77.80%,3,7,1,2,0.3,1,2,0,0,8,11,0,0,2,0,0,6,0,0,1999,고려대학교,MBC배 대학리그
1229,오용준,4,1:40:10,16,4,4,9,44.40%,1,12,8.30%,5,8,62.50%,2,5,1,1,0.3,4,3,0,0,3,6,0,0,0,0,0,4,0,0,2000,고려대학교,MBC배 대학리그
1230,오용준,3,1:19:15,34,11,11,20,55.00%,3,13,23.10%,3,3,100.00%,0,7,2,5,1.7,3,2,0,0,7,2,0,0,2,0,0,2,0,0,2001,고려대학교,MBC배 대학리그
1231,오용준,5,2:04:30,59,11,9,25,36.00%,8,23,34.80%,17,20,85.00%,3,13,3,6,1.2,8,9,0,0,4,7,0,0,1,0,0,10,0,0,2002,고려대학교,MBC배 대학리그
1232,오재현,16,2:35:57,38,2,10,28,35.70%,1,8,12.50%,15,29,51.70%,13,17,1,19,1.2,12,1,0,0,7,5,0,0,1,3,7,10,14,1,2018,한양대학교,대학농구리그
1233,오재현,3,1:37:46,20,6,8,14,57.10%,0,1,0.00%,4,6,66.70%,6,14,6,4,1.3,5,1,0,0,1,10,0,0,1,4,1,6,2,0,2018,한양대학교,MBC배 대학리그
1234,오재현,12,4:50:40,140,11,46,82,56.10%,1,8,12.50%,45,59,76.30%,8,36,3,43,3.6,25,4,0,0,15,19,0,0,2,23,7,23,1,0,2019,한양대학교,대학농구리그
1235,오재현,3,1:26:59,18,6,6,15,40.00%,0,6,0.00%,6,7,85.70%,3,11,4,19,6.3,7,0,0,0,3,8,0,0,2,4,0,7,0,0,2019,한양대학교,MBC배 대학리그
1236,오재현,3,1:32:43,59,19,18,31,58.10%,3,9,33.30%,14,15,93.30%,7,7,4,18,6,5,0,0,0,3,6,0,0,1,6,0,7,0,0,2020,한양대학교,대학농구리그
1237,오정현,1,0:14:29,2,2,1,1,100.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2004,건국대학교,MBC배 대학리그
1238,오정현,2,0:21:53,12,6,6,8,75.00%,0,0,0.00%,0,0,0.00%,1,3,2,0,0,1,0,0,0,2,1,0,0,0,0,0,3,0,0,2005,건국대학교,MBC배 대학리그
1239,오정현,5,2:28:30,54,10,23,45,51.10%,0,0,0.00%,8,11,72.70%,15,22,7,0,0,7,1,0,0,6,11,0,0,6,0,0,9,0,0,2006,건국대학교,MBC배 대학리그
1240,오정현,5,2:44:58,51,10,23,46,50.00%,0,1,0.00%,5,14,35.70%,11,13,4,0,0,3,4,0,0,9,7,0,0,7,0,0,14,0,0,2007,건국대학교,MBC배 대학리그
1241,오창환,3,1:46:10,33,11,7,9,77.80%,5,15,33.30%,4,6,66.70%,7,6,4,4,1.3,1,0,0,0,5,4,0,0,1,0,0,7,0,0,2010,한양대학교,MBC배 대학리그
1242,오창환,19,8:31:56,177,9,36,60,60.00%,29,103,28.20%,18,23,78.30%,19,68,4,32,1.7,22,4,0,0,35,34,0,0,11,19,3,24,28,4,2011,한양대학교,대학농구리그
1243,오창환,4,2:06:17,34,8,7,16,43.80%,6,22,27.30%,2,4,50.00%,13,18,7,5,1.3,9,2,0,0,4,3,0,0,4,4,3,7,7,2,2011,한양대학교,MBC배 대학리그
1244,오창환,20,11:02:05,299,14,60,104,57.70%,53,150,35.30%,20,34,58.80%,34,101,6,38,1.9,24,13,0,0,24,31,0,0,16,32,8,38,19,1,2012,한양대학교,대학농구리그
1245,오창환,2,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,한양대학교,MBC배 대학리그
1246,오창환,16,8:02:27,154,9,21,32,65.60%,32,113,28.30%,16,25,64.00%,18,61,4,21,1.3,12,7,0,0,14,23,0,0,15,11,8,32,4,1,2013,한양대학교,대학농구리그
1247,오창환,5,2:36:34,71,14,6,13,46.20%,17,49,34.70%,8,12,66.70%,9,13,4,8,1.6,4,3,0,0,4,6,0,0,3,7,1,13,0,0,2013,한양대학교,MBC배 대학리그
1248,옥범준,5,3:09:04,62,12,17,32,53.10%,5,14,35.70%,13,20,65.00%,2,6,1,24,4.8,18,1,0,0,9,6,0,0,2,0,0,24,0,0,2000,성균관대학교,MBC배 대학리그
1249,옥범준,4,2:26:57,39,9,10,16,62.50%,4,8,50.00%,7,8,87.50%,7,14,5,10,2.5,11,0,0,0,5,8,0,0,7,0,0,12,0,0,2001,성균관대학교,MBC배 대학리그
1250,옥범준,2,1:05:29,17,8,3,9,33.30%,1,2,50.00%,8,12,66.70%,3,5,4,10,5,8,0,0,0,1,6,0,0,4,0,0,5,0,0,2002,성균관대학교,MBC배 대학리그
1251,우동현,16,2:43:54,38,2,8,19,42.10%,5,22,22.70%,7,9,77.80%,8,9,1,8,0.5,6,0,0,0,7,7,0,0,2,1,0,9,22,5,2015,명지대학교,대학농구리그
1252,우동현,5,0:36:02,10,2,1,4,25.00%,2,6,33.30%,2,2,100.00%,1,1,0,2,0.4,0,0,0,0,1,3,0,0,1,0,0,0,3,2,2015,명지대학교,MBC배 대학리그
1253,우동현,16,8:59:38,221,13,65,119,54.60%,18,68,26.50%,37,50,74.00%,22,48,4,32,2,22,2,0,0,17,10,0,0,19,6,2,26,11,3,2016,명지대학교,대학농구리그
1254,우동현,3,1:17:39,36,12,4,7,57.10%,9,20,45.00%,1,1,100.00%,3,16,6,3,1,6,0,0,0,4,4,0,0,2,3,0,7,0,1,2016,명지대학교,MBC배 대학리그
1255,우동현,16,9:44:26,244,15,61,124,49.20%,28,91,30.80%,38,51,74.50%,20,37,3,75,4.7,41,4,0,0,22,24,0,0,2,21,11,44,16,3,2017,명지대학교,대학농구리그
1256,우동현,3,1:46:55,53,17,14,22,63.60%,7,20,35.00%,4,4,100.00%,4,17,7,19,6.3,8,1,0,0,2,6,0,0,0,7,1,10,2,0,2017,명지대학교,MBC배 대학리그
1257,우동현,15,9:05:54,319,21,50,96,52.10%,49,155,31.60%,72,91,79.10%,25,49,4,73,4.9,22,1,0,0,20,25,0,0,8,23,13,38,12,2,2018,명지대학교,대학농구리그
1258,우동현,3,1:57:20,84,28,11,21,52.40%,15,33,45.50%,17,22,77.30%,5,6,3,14,4.7,3,0,0,0,4,5,0,0,1,5,1,9,3,0,2018,명지대학교,MBC배 대학리그
1259,우승연,4,1:11:12,18,4,7,22,31.80%,1,4,25.00%,1,2,50.00%,4,5,2,2,0.5,2,1,0,0,8,2,0,0,7,0,0,5,0,0,2003,경희대학교,MBC배 대학리그
1260,우승연,3,1:26:42,53,17,16,29,55.20%,5,10,50.00%,6,6,100.00%,8,5,4,1,0.3,3,5,0,0,3,6,0,0,3,0,0,5,0,0,2004,경희대학교,MBC배 대학리그
1261,우승연,6,2:46:47,64,10,20,45,44.40%,6,15,40.00%,6,8,75.00%,7,15,3,2,0.3,5,4,0,0,12,13,0,0,5,0,0,13,0,0,2005,경희대학교,MBC배 대학리그
1262,우승연,8,4:51:00,125,15,38,72,52.80%,14,43,32.60%,7,17,41.20%,21,32,6,6,0.8,6,7,0,0,12,16,0,0,19,0,0,10,0,0,2006,경희대학교,MBC배 대학리그
1263,원종훈,16,10:01:06,100,6,29,78,37.20%,9,55,16.40%,15,29,51.70%,24,53,4,40,2.5,33,1,0,0,15,35,0,0,26,4,4,39,0,0,2015,단국대학교,대학농구리그
1264,원종훈,4,2:44:27,27,6,8,21,38.10%,2,14,14.30%,5,9,55.60%,7,11,4,11,2.8,12,0,0,0,9,6,0,0,8,2,0,10,0,0,2015,단국대학교,MBC배 대학리그
1265,원종훈,16,8:08:09,85,5,19,62,30.60%,12,45,26.70%,11,24,45.80%,10,40,3,46,2.9,32,3,0,0,18,44,0,0,21,4,1,30,1,1,2016,단국대학교,대학농구리그
1266,원종훈,6,3:43:08,58,9,18,57,31.60%,4,34,11.80%,10,14,71.40%,12,15,4,18,3,10,0,0,0,8,11,0,0,12,1,1,20,4,1,2016,단국대학교,MBC배 대학리그
1267,원종훈,16,6:08:17,66,4,9,25,36.00%,13,40,32.50%,9,18,50.00%,15,27,2,39,2.4,20,2,0,0,10,34,0,0,3,2,0,22,4,1,2017,단국대학교,대학농구리그
1268,원종훈,5,2:38:11,14,2,3,11,27.30%,2,9,22.20%,2,2,100.00%,8,16,4,16,3.2,12,0,0,0,4,14,0,0,1,1,1,12,1,1,2017,단국대학교,MBC배 대학리그
1269,원종훈,16,7:53:51,129,8,35,55,63.60%,13,37,35.10%,20,32,62.50%,25,48,4,80,5,32,2,0,0,23,36,0,0,3,12,4,19,23,9,2018,단국대학교,대학농구리그
1270,원종훈,5,2:35:38,33,6,8,17,47.10%,4,16,25.00%,5,12,41.70%,8,14,4,27,5.4,11,0,0,0,8,8,0,0,1,3,0,7,9,2,2018,단국대학교,MBC배 대학리그
1271,유병재,4,2:38:51,62,15,16,40,40.00%,5,16,31.30%,15,21,71.40%,6,15,5,7,1.8,4,0,0,0,5,7,0,0,6,1,0,13,0,0,2003,동국대학교,MBC배 대학리그
1272,유병재,1,0:00:55,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,동국대학교,MBC배 대학리그
1273,유병재,5,2:16:17,76,15,23,38,60.50%,5,10,50.00%,15,21,71.40%,8,9,3,7,1.4,4,0,0,0,8,8,0,0,7,0,0,16,0,0,2005,동국대학교,MBC배 대학리그
1274,유병재,6,3:32:13,115,19,28,50,56.00%,7,16,43.80%,38,41,92.70%,20,19,6,10,1.7,6,1,0,0,3,13,0,0,10,0,0,8,0,0,2006,동국대학교,MBC배 대학리그
1275,유병훈,5,1:10:49,17,3,6,8,75.00%,1,5,20.00%,2,2,100.00%,5,4,1,3,0.6,2,1,0,0,1,3,0,0,1,0,0,4,0,0,2009,중앙대학교,MBC배 대학리그
1276,유병훈,5,1:15:32,15,3,3,4,75.00%,3,11,27.30%,0,1,0.00%,1,8,1,6,1.2,2,2,0,0,2,5,0,0,2,0,0,6,0,0,2010,중앙대학교,MBC배 대학리그
1277,유병훈,22,11:11:27,281,12,73,125,58.40%,35,92,38.00%,30,46,65.20%,16,52,3,75,3.4,39,5,0,0,15,36,0,0,25,48,11,36,9,2,2011,중앙대학교,대학농구리그
1278,유병훈,5,2:54:59,82,16,25,38,65.80%,9,25,36.00%,5,7,71.40%,2,21,4,22,4.4,13,3,0,0,5,10,0,0,8,15,4,10,0,0,2011,중앙대학교,MBC배 대학리그
1279,유병훈,20,11:33:48,276,13,75,116,64.70%,30,79,38.00%,36,49,73.50%,30,80,5,101,5,26,9,0,0,22,35,0,0,20,31,8,35,7,0,2012,중앙대학교,대학농구리그
1280,유병훈,3,1:12:28,41,13,13,17,76.50%,5,8,62.50%,0,0,0.00%,3,7,3,12,4,8,0,0,0,1,4,0,0,2,10,0,1,0,0,2012,중앙대학교,MBC배 대학리그
1281,유성호,7,0:47:50,13,1,6,18,33.30%,0,0,0.00%,1,4,25.00%,4,4,1,1,0.1,1,0,0,0,8,4,0,0,1,0,0,3,0,0,2007,고려대학교,MBC배 대학리그
1282,유성호,4,2:21:05,53,13,20,35,57.10%,2,5,40.00%,7,16,43.80%,5,24,7,7,1.8,3,0,0,0,11,4,0,0,4,0,0,9,0,0,2010,고려대학교,MBC배 대학리그
1283,유현준,3,1:16:19,15,5,4,6,66.70%,1,6,16.70%,4,6,66.70%,2,6,2,2,0.7,4,0,0,0,3,8,0,0,0,0,0,2,0,0,2004,성균관대학교,MBC배 대학리그
1284,유현준,5,1:53:50,18,3,6,14,42.90%,2,6,33.30%,0,1,0.00%,3,6,1,3,0.6,2,0,0,0,6,11,0,0,4,0,0,18,0,0,2005,성균관대학교,MBC배 대학리그
1285,유현준,16,8:45:01,226,14,51,118,43.20%,34,95,35.80%,22,38,57.90%,12,68,5,65,4.1,29,6,0,0,13,14,0,0,12,13,2,51,12,3,2016,한양대학교,대학농구리그
1286,유현준,3,1:31:14,30,10,4,14,28.60%,6,13,46.20%,4,4,100.00%,1,10,3,7,2.3,2,1,0,0,5,3,0,0,0,0,0,7,2,0,2016,한양대학교,MBC배 대학리그
1287,유현준,3,1:37:21,50,16,22,34,64.70%,1,7,14.30%,3,3,100.00%,4,10,4,25,8.3,10,2,0,0,3,5,0,0,2,5,2,16,2,0,2017,한양대학교,MBC배 대학리그
1288,유희선,4,0:32:52,16,4,3,6,50.00%,3,10,30.00%,1,2,50.00%,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2004,연세대학교,MBC배 대학리그
1289,유희선,2,0:10:12,10,5,2,4,50.00%,2,4,50.00%,0,0,0.00%,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2005,연세대학교,MBC배 대학리그
1290,유희선,6,1:34:04,27,4,4,13,30.80%,6,22,27.30%,1,2,50.00%,3,6,1,3,0.5,4,0,0,0,9,6,0,0,5,0,0,12,0,0,2006,연세대학교,MBC배 대학리그
1291,유희선,7,2:22:55,73,10,9,15,60.00%,17,41,41.50%,4,4,100.00%,3,12,2,3,0.4,2,2,0,0,3,7,0,0,1,0,0,6,0,0,2007,연세대학교,MBC배 대학리그
1292,윤병학,6,1:36:44,33,5,9,16,56.30%,3,11,27.30%,6,6,100.00%,3,3,1,3,0.5,6,1,0,0,7,9,0,0,4,0,0,6,0,0,2001,중앙대학교,MBC배 대학리그
1293,윤병학,2,1:05:53,35,17,11,22,50.00%,3,13,23.10%,4,5,80.00%,6,1,3,3,1.5,7,0,0,0,4,4,0,0,3,0,0,2,0,0,2002,중앙대학교,MBC배 대학리그
1294,윤병학,4,1:51:19,29,7,10,17,58.80%,1,10,10.00%,6,12,50.00%,7,3,2,6,1.5,6,0,0,0,5,4,0,0,8,0,0,11,0,0,2003,중앙대학교,MBC배 대학리그
1295,윤병학,6,3:17:18,99,16,24,40,60.00%,13,38,34.20%,12,23,52.20%,7,15,3,9,1.5,13,0,0,0,3,14,0,0,11,0,0,11,0,0,2004,중앙대학교,MBC배 대학리그
1296,윤성원,16,3:47:01,89,5,42,77,54.50%,0,0,0.00%,5,7,71.40%,21,30,3,6,0.4,5,7,0,0,15,12,0,0,4,5,0,10,0,0,2014,한양대학교,대학농구리그
1297,윤성원,4,0:32:45,12,3,6,14,42.90%,0,0,0.00%,0,0,0.00%,4,2,1,0,0,1,3,0,0,1,4,0,0,1,0,0,1,0,0,2014,한양대학교,MBC배 대학리그
1298,윤성원,6,1:13:30,8,1,4,16,25.00%,0,2,0.00%,0,0,0.00%,4,17,3,1,0.2,0,1,0,0,3,6,0,0,1,0,0,4,0,0,2015,한양대학교,대학농구리그
1299,윤성원,3,0:20:20,8,2,4,8,50.00%,0,0,0.00%,0,0,0.00%,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,한양대학교,MBC배 대학리그
1300,윤성원,16,6:15:13,126,7,43,95,45.30%,6,31,19.40%,22,32,68.80%,35,67,6,9,0.6,10,9,0,0,30,14,0,0,6,3,4,32,1,1,2016,한양대학교,대학농구리그
1301,윤성원,3,1:02:43,21,7,4,14,28.60%,4,12,33.30%,1,2,50.00%,5,11,5,0,0,2,1,0,0,6,2,0,0,0,0,1,5,0,0,2016,한양대학교,MBC배 대학리그
1302,윤성원,16,8:43:27,267,16,80,144,55.60%,28,87,32.20%,23,30,76.70%,66,126,12,19,1.2,18,14,0,0,38,16,0,0,2,11,6,27,2,0,2017,한양대학교,대학농구리그
1303,윤성원,3,1:33:28,55,18,13,27,48.10%,8,13,61.50%,5,7,71.40%,9,17,8,3,1,0,2,0,0,6,2,0,0,0,3,2,5,0,0,2017,한양대학교,MBC배 대학리그
1304,윤성준,15,0:28:39,8,0,2,4,50.00%,0,4,0.00%,4,6,66.70%,0,3,0,4,0.3,1,0,0,0,1,1,0,0,0,0,0,6,0,0,2018,단국대학교,대학농구리그
1305,윤성준,5,0:32:03,15,3,3,6,50.00%,3,5,60.00%,0,0,0.00%,0,2,0,3,0.6,2,0,0,0,3,1,0,0,0,0,1,1,0,2,2018,단국대학교,MBC배 대학리그
1306,윤성준,16,7:35:38,178,11,30,75,40.00%,29,88,33.00%,31,41,75.60%,15,33,3,35,2.2,15,3,0,0,21,17,0,1,4,15,6,20,17,4,2019,단국대학교,대학농구리그
1307,윤성준,3,1:41:54,51,17,6,19,31.60%,13,38,34.20%,0,0,0.00%,3,11,4,11,3.7,6,1,0,0,3,4,0,0,0,6,3,9,5,2,2019,단국대학교,MBC배 대학리그
1308,윤성준,3,1:23:29,30,10,9,18,50.00%,4,15,26.70%,0,0,0.00%,4,11,5,10,3.3,8,0,0,0,3,8,0,0,0,4,3,9,2,0,2020,단국대학교,대학농구리그
1309,윤성준,3,1:11:50,13,4,2,6,33.30%,3,13,23.10%,0,1,0.00%,0,6,2,6,2,4,1,0,0,4,7,0,0,1,1,1,0,1,0,2020,단국대학교,대학농구리그
1310,윤성준,2,0:58:54,34,17,0,1,0.00%,9,20,45.00%,7,7,100.00%,0,10,5,1,0.5,5,0,0,0,7,2,0,0,1,0,0,3,2,0,2021,단국대학교,대학농구리그
1311,윤성준,3,0:52:22,11,3,2,4,50.00%,2,9,22.20%,1,2,50.00%,3,3,2,4,1.3,2,0,0,0,4,2,0,0,1,2,0,0,1,0,2021,단국대학교,대학농구리그
1312,윤여권,6,0:29:16,18,3,2,4,50.00%,4,7,57.10%,2,2,100.00%,0,2,0,1,0.2,1,1,0,0,2,5,0,0,1,0,0,4,0,0,2005,명지대학교,MBC배 대학리그
1313,윤여권,5,2:45:32,67,13,13,23,56.50%,12,35,34.30%,5,6,83.30%,3,19,4,7,1.4,3,0,0,0,1,7,0,0,5,0,0,6,0,0,2006,명지대학교,MBC배 대학리그
1314,윤여권,6,2:09:45,44,7,8,20,40.00%,8,31,25.80%,4,6,66.70%,3,3,1,3,0.5,2,0,0,0,4,5,0,0,4,0,0,6,0,0,2007,명지대학교,MBC배 대학리그
1315,윤원상,14,6:29:31,132,9,19,32,59.40%,28,89,31.50%,10,17,58.80%,8,31,2,22,1.6,15,2,0,0,13,17,0,0,2,12,2,28,4,2,2017,단국대학교,대학농구리그
1316,윤원상,2,0:28:03,9,4,1,5,20.00%,2,9,22.20%,1,1,100.00%,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,1,2017,단국대학교,MBC배 대학리그
1317,윤원상,14,8:28:29,274,19,69,121,57.00%,34,120,28.30%,34,48,70.80%,12,49,4,44,3.1,19,2,0,0,16,15,0,0,2,36,13,28,12,0,2018,단국대학교,대학농구리그
1318,윤원상,5,2:14:22,74,14,21,35,60.00%,7,24,29.20%,11,16,68.80%,6,13,3,8,1.6,6,0,0,0,3,4,0,0,0,6,1,11,0,0,2018,단국대학교,MBC배 대학리그
1319,윤원상,16,9:25:35,437,27,100,191,52.40%,53,137,38.70%,78,97,80.40%,18,57,4,78,4.9,17,2,0,0,24,14,0,0,1,18,9,36,9,3,2019,단국대학교,대학농구리그
1320,윤원상,3,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,단국대학교,대학농구리그
1321,윤원상,3,1:40:22,37,12,7,19,36.80%,5,20,25.00%,8,8,100.00%,1,11,4,23,7.7,3,0,0,0,4,4,0,0,1,1,1,8,0,1,2020,단국대학교,대학농구리그
1322,윤이규,4,1:22:28,20,5,8,15,53.30%,0,0,0.00%,4,6,66.70%,8,9,4,2,0.5,2,0,0,0,8,2,0,0,3,0,0,5,0,0,2008,성균관대학교,MBC배 대학리그
1323,윤이규,6,3:00:24,62,10,25,31,80.60%,1,2,50.00%,9,14,64.30%,12,27,6,2,0.3,1,2,0,0,11,11,0,0,8,0,0,7,0,0,2009,성균관대학교,MBC배 대학리그
1324,윤이규,21,11:12:05,328,15,130,241,53.90%,6,23,26.10%,50,70,71.40%,36,74,5,19,0.9,12,3,0,0,30,32,0,0,23,22,5,43,0,0,2012,성균관대학교,대학농구리그
1325,윤이규,3,1:06:45,33,11,13,23,56.50%,0,2,0.00%,7,10,70.00%,6,9,5,2,0.7,1,0,0,0,4,5,0,0,3,2,0,6,0,0,2012,성균관대학교,MBC배 대학리그
1326,윤지광,2,0:38:14,12,6,1,4,25.00%,2,2,100.00%,4,6,66.70%,2,0,1,0,0,1,0,0,0,3,3,0,0,1,0,0,4,0,0,2001,명지대학교,MBC배 대학리그
1327,윤지광,4,2:05:49,45,11,14,27,51.90%,4,10,40.00%,5,7,71.40%,5,8,3,4,1,2,1,0,0,4,6,0,0,5,0,0,9,0,0,2002,명지대학교,MBC배 대학리그
1328,윤지광,4,2:12:44,65,16,14,25,56.00%,11,31,35.50%,4,5,80.00%,2,11,3,8,2,2,0,0,0,7,5,0,0,3,0,0,4,0,0,2004,명지대학교,MBC배 대학리그
1329,윤호성,2,0:09:56,0,0,0,1,0.00%,0,2,0.00%,0,0,0.00%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,중앙대학교,MBC배 대학리그
1330,윤호성,7,1:30:53,36,5,5,13,38.50%,8,26,30.80%,2,2,100.00%,6,2,1,1,0.1,2,0,0,0,2,3,0,0,3,0,0,1,0,0,2005,중앙대학교,MBC배 대학리그
