,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교,대회명
1836,전준범,15,5:51:41,148,9,38,72,52.80%,20,53,37.70%,12,14,85.70%,15,39,3,22,1.5,9,12,2,2,14,19,0,0,8,19,4,19,0,0,2013,연세대학교,대학농구리그
1837,전준범,5,1:51:05,37,7,8,16,50.00%,5,18,27.80%,6,12,50.00%,0,14,2,2,0.4,4,1,0,0,4,5,0,0,4,2,2,5,2,0,2013,연세대학교,MBC배 대학리그
1838,전태영,4,0:24:09,13,3,2,7,28.60%,3,5,60.00%,0,0,0.00%,1,4,1,3,0.8,1,0,0,0,1,2,0,0,0,0,0,2,0,0,2014,단국대학교,대학농구리그
1839,전태영,16,9:54:48,326,20,82,179,45.80%,38,124,30.60%,48,69,69.60%,24,59,5,33,2.1,35,4,0,0,18,30,0,0,26,12,3,53,46,8,2015,단국대학교,대학농구리그
1840,전태영,4,2:40:24,108,27,27,46,58.70%,11,29,37.90%,21,25,84.00%,10,12,5,11,2.8,12,2,0,0,6,8,0,0,5,5,0,6,12,0,2015,단국대학교,MBC배 대학리그
1841,전태영,16,6:16:37,221,13,42,104,40.40%,32,90,35.60%,41,53,77.40%,14,31,2,30,1.9,33,4,0,0,13,18,0,0,14,8,2,36,14,6,2016,단국대학교,대학농구리그
1842,전태영,14,6:52:56,246,17,63,116,54.30%,30,92,32.60%,30,41,73.20%,16,36,3,57,4.1,27,5,0,0,17,32,0,0,4,21,5,31,13,4,2017,단국대학교,대학농구리그
1843,전태영,5,2:49:06,72,14,19,29,65.50%,9,28,32.10%,7,14,50.00%,4,17,4,36,7.2,11,3,0,0,5,12,0,0,2,4,2,10,5,1,2017,단국대학교,MBC배 대학리그
1844,전현우,16,3:31:00,97,6,30,51,58.80%,9,27,33.30%,10,13,76.90%,12,23,2,4,0.3,5,1,2,2,12,8,0,0,1,6,0,5,0,0,2015,고려대학교,대학농구리그
1845,전현우,5,1:20:37,30,6,7,12,58.30%,5,13,38.50%,1,1,100.00%,4,11,3,0,0,0,1,0,0,4,3,0,0,1,1,1,2,0,0,2015,고려대학교,MBC배 대학리그
1846,전현우,6,0:58:33,8,1,0,5,0.00%,2,10,20.00%,2,2,100.00%,1,6,1,0,0,4,0,0,0,2,7,0,0,3,0,0,2,1,0,2016,고려대학교,대학농구리그
1847,전현우,4,1:28:19,14,3,1,5,20.00%,3,15,20.00%,3,4,75.00%,6,4,2,1,0.3,4,2,0,0,5,4,0,0,3,2,0,2,0,0,2016,고려대학교,MBC배 대학리그
1848,전현우,14,6:32:41,190,13,37,70,52.90%,34,82,41.50%,14,17,82.40%,26,58,6,16,1.1,16,1,1,1,11,23,0,0,2,9,5,12,3,1,2017,고려대학교,대학농구리그
1849,전현우,5,2:49:31,65,13,19,35,54.30%,8,29,27.60%,3,4,75.00%,7,18,5,10,2,7,0,1,1,5,10,0,0,0,6,3,12,1,0,2017,고려대학교,MBC배 대학리그
1850,전현우,14,6:03:43,160,11,40,58,69.00%,24,86,27.90%,8,11,72.70%,15,42,4,35,2.5,17,3,3,3,12,17,0,0,1,15,3,15,4,0,2018,고려대학교,대학농구리그
1851,전현우,5,2:20:30,69,13,16,21,76.20%,11,31,35.50%,4,8,50.00%,6,16,4,14,2.8,5,2,0,0,9,9,0,0,0,11,0,3,0,0,2018,고려대학교,MBC배 대학리그
1852,전형수,7,4:00:42,79,11,18,26,69.20%,7,15,46.70%,22,30,73.30%,6,19,3,10,1.4,7,1,0,0,4,12,0,0,11,0,0,17,0,0,1999,고려대학교,MBC배 대학리그
1853,전형수,4,2:02:02,44,11,9,17,52.90%,5,16,31.30%,11,15,73.30%,2,17,4,5,1.3,4,0,0,0,5,6,0,0,6,0,0,6,0,0,2000,고려대학교,MBC배 대학리그
1854,전형준,16,2:05:25,42,2,7,17,41.20%,9,14,64.30%,1,2,50.00%,6,10,1,18,1.1,5,2,0,0,5,6,0,0,1,6,2,7,2,1,2017,연세대학교,대학농구리그
1855,전형준,5,2:26:16,37,7,6,20,30.00%,6,24,25.00%,7,13,53.80%,8,8,3,15,3,4,0,0,0,4,10,0,0,0,4,2,6,1,1,2017,연세대학교,MBC배 대학리그
1856,전형준,16,3:02:41,48,3,6,21,28.60%,10,36,27.80%,6,8,75.00%,8,14,1,23,1.4,7,2,0,0,5,3,0,0,0,2,1,7,8,2,2018,연세대학교,대학농구리그
1857,전형준,5,1:08:04,32,6,1,6,16.70%,10,18,55.60%,0,0,0.00%,3,10,2,7,1.4,2,1,0,0,7,0,0,0,1,0,0,6,1,0,2018,연세대학교,MBC배 대학리그
1858,전형준,16,4:00:31,78,4,19,30,63.30%,12,52,23.10%,4,5,80.00%,10,20,1,23,1.4,5,1,0,0,11,10,0,0,2,2,1,6,9,1,2019,연세대학교,대학농구리그
1859,전형준,4,0:50:15,8,2,3,6,50.00%,0,6,0.00%,2,2,100.00%,3,2,1,6,1.5,2,0,0,0,0,2,0,0,0,0,0,4,3,0,2019,연세대학교,MBC배 대학리그
1860,전형준,2,0:34:04,17,8,1,4,25.00%,5,6,83.30%,0,0,0.00%,0,1,0,4,2,0,1,0,0,0,3,0,0,2,0,0,0,0,0,2020,연세대학교,대학농구리그
1861,전형준,3,0:44:30,8,2,1,5,20.00%,2,9,22.20%,0,0,0.00%,1,5,2,4,1.3,1,1,0,0,2,2,0,0,1,0,1,4,0,0,2020,연세대학교,대학농구리그
1862,정강호,16,1:27:48,24,1,9,27,33.30%,0,0,0.00%,6,10,60.00%,8,11,1,0,0,1,0,1,1,12,3,0,0,0,1,1,7,0,0,2014,상명대학교,대학농구리그
1863,정강호,3,0:23:30,4,1,2,7,28.60%,0,0,0.00%,0,0,0.00%,1,3,1,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,2014,상명대학교,MBC배 대학리그
1864,정강호,16,6:23:07,132,8,36,95,37.90%,14,54,25.90%,18,23,78.30%,44,71,7,2,0.1,6,12,0,0,30,22,0,0,9,2,0,31,0,0,2015,상명대학교,대학농구리그
1865,정강호,3,0:54:20,9,3,2,6,33.30%,1,8,12.50%,2,4,50.00%,1,10,3,0,0,2,0,0,0,2,2,0,0,1,0,1,6,0,0,2015,상명대학교,MBC배 대학리그
1866,정강호,8,2:28:57,61,7,24,46,52.20%,3,19,15.80%,4,9,44.40%,18,29,5,0,0,5,4,0,0,8,7,0,2,4,4,1,6,1,0,2016,상명대학교,대학농구리그
1867,정강호,3,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,상명대학교,MBC배 대학리그
1868,정강호,16,9:25:27,311,19,85,165,51.50%,26,75,34.70%,63,86,73.30%,71,113,11,9,0.6,22,34,0,1,45,13,0,1,2,15,5,40,15,4,2017,상명대학교,대학농구리그
1869,정강호,3,1:49:21,58,19,18,31,58.10%,2,9,22.20%,16,20,80.00%,7,14,7,1,0.3,2,5,0,0,5,5,0,0,3,3,0,10,1,1,2017,상명대학교,MBC배 대학리그
1870,정대한,20,10:47:26,275,13,55,124,44.40%,47,143,32.90%,24,31,77.40%,19,38,2,53,2.6,19,2,0,0,20,25,0,0,21,20,6,44,37,4,2011,고려대학교,대학농구리그
1871,정대한,5,2:55:04,58,11,7,18,38.90%,13,32,40.60%,5,7,71.40%,4,11,3,11,2.2,8,1,0,0,6,6,0,0,5,3,1,12,12,2,2011,고려대학교,MBC배 대학리그
1872,정민수,6,2:13:45,56,9,10,27,37.00%,10,35,28.60%,6,10,60.00%,7,13,3,3,0.5,3,0,0,0,10,7,0,0,8,0,0,10,0,0,2007,명지대학교,MBC배 대학리그
1873,정민수,4,1:33:29,42,10,10,27,37.00%,6,22,27.30%,4,10,40.00%,4,7,2,1,0.3,3,0,0,0,4,9,0,0,1,0,0,10,0,0,2008,명지대학교,MBC배 대학리그
1874,정민수,4,1:56:00,42,10,8,23,34.80%,6,20,30.00%,8,10,80.00%,6,20,6,0,0,4,2,0,0,4,11,0,0,3,0,0,18,0,0,2009,명지대학교,MBC배 대학리그
1875,정민수,3,1:35:41,45,15,15,27,55.60%,3,14,21.40%,6,7,85.70%,8,9,5,2,0.7,7,0,0,0,2,7,0,0,3,0,0,10,0,0,2010,명지대학교,MBC배 대학리그
1876,정병국,4,1:25:25,31,7,11,22,50.00%,3,8,37.50%,0,0,0.00%,1,4,1,4,1,2,0,0,0,7,5,0,0,4,0,0,4,0,0,2003,중앙대학교,MBC배 대학리그
1877,정병국,6,1:51:04,35,5,9,27,33.30%,1,7,14.30%,14,14,100.00%,5,4,1,6,1,6,0,0,0,7,5,0,0,3,0,0,9,0,0,2004,중앙대학교,MBC배 대학리그
1878,정병국,7,2:14:10,51,7,16,28,57.10%,6,14,42.90%,1,2,50.00%,2,7,1,2,0.3,5,0,0,0,5,9,0,0,6,0,0,4,0,0,2005,중앙대학교,MBC배 대학리그
1879,정병국,7,3:30:14,99,14,33,44,75.00%,8,15,53.30%,9,12,75.00%,6,18,3,5,0.7,8,1,0,0,6,9,0,0,6,0,0,9,0,0,2006,중앙대학교,MBC배 대학리그
1880,정봉영,1,0:03:33,0,0,0,1,0.00%,0,1,0.00%,0,2,0.00%,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,성균관대학교,MBC배 대학리그
1881,정봉영,1,0:02:58,2,2,1,1,100.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2010,성균관대학교,MBC배 대학리그
1882,정봉영,22,5:59:12,83,3,20,65,30.80%,5,17,29.40%,28,35,80.00%,14,24,1,8,0.4,8,4,0,0,16,13,0,0,5,6,6,31,10,3,2011,성균관대학교,대학농구리그
1883,정봉영,3,0:53:23,18,6,6,12,50.00%,1,5,20.00%,3,9,33.30%,4,6,3,1,0.3,4,0,0,0,1,2,0,0,1,1,0,3,4,0,2011,성균관대학교,MBC배 대학리그
1884,정상헌,4,1:28:59,29,7,7,11,63.60%,3,13,23.10%,6,8,75.00%,2,3,1,3,0.8,1,0,0,0,5,8,0,0,2,0,0,9,0,0,2003,고려대학교,MBC배 대학리그
1885,정선규,5,0:54:11,16,3,4,7,57.10%,2,6,33.30%,2,2,100.00%,0,6,1,2,0.4,2,0,0,0,3,2,0,0,1,0,0,6,0,0,1999,고려대학교,MBC배 대학리그
1886,정선규,4,1:35:20,26,6,6,15,40.00%,3,8,37.50%,5,6,83.30%,2,3,1,3,0.8,2,0,0,0,6,6,0,0,3,0,0,8,0,0,2000,고려대학교,MBC배 대학리그
1887,정선규,3,1:30:09,25,8,5,9,55.60%,5,18,27.80%,0,0,0.00%,3,5,2,4,1.3,2,0,0,0,6,3,0,0,3,0,0,1,0,0,2001,고려대학교,MBC배 대학리그
1888,정성수,1,0:24:50,2,2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1,4,5,3,3,2,1,0,0,0,3,0,0,0,0,0,1,0,0,2009,중앙대학교,MBC배 대학리그
1889,정성수,5,1:40:05,8,1,1,2,50.00%,2,4,50.00%,0,2,0.00%,2,8,2,4,0.8,8,0,0,0,5,5,0,0,2,0,0,3,0,0,2010,중앙대학교,MBC배 대학리그
1890,정성수,16,5:48:44,74,4,13,19,68.40%,14,34,41.20%,6,8,75.00%,6,30,2,47,2.9,20,1,0,0,16,16,0,0,10,8,2,11,36,3,2011,중앙대학교,대학농구리그
1891,정성수,5,3:13:28,46,9,4,5,80.00%,12,22,54.50%,2,2,100.00%,2,17,3,19,3.8,15,0,0,0,3,7,0,0,3,3,1,8,15,5,2011,중앙대학교,MBC배 대학리그
1892,정성수,22,12:00:23,116,5,20,46,43.50%,20,70,28.60%,16,26,61.50%,11,77,4,115,5.2,30,0,0,0,6,22,0,0,22,10,5,27,51,10,2012,중앙대학교,대학농구리그
1893,정성수,3,1:01:33,13,4,2,3,66.70%,2,7,28.60%,3,4,75.00%,0,9,3,18,6,4,0,0,0,0,1,0,0,1,2,1,4,3,0,2012,중앙대학교,MBC배 대학리그
1894,정성우,21,6:11:13,66,3,26,81,32.10%,3,20,15.00%,5,13,38.50%,27,24,2,31,1.5,19,2,0,0,23,24,0,0,11,5,6,28,2,2,2012,상명대학교,대학농구리그
1895,정성우,3,0:52:04,17,5,5,11,45.50%,1,7,14.30%,4,6,66.70%,2,4,2,7,2.3,5,1,0,0,4,3,0,0,1,1,0,4,0,0,2012,상명대학교,MBC배 대학리그
1896,정성우,16,9:53:17,122,7,40,98,40.80%,9,36,25.00%,15,28,53.60%,18,46,4,57,3.6,41,4,0,0,19,35,0,0,21,12,11,39,60,14,2013,상명대학교,대학농구리그
1897,정성우,4,2:30:42,52,13,21,41,51.20%,1,10,10.00%,7,8,87.50%,9,9,4,10,2.5,11,0,0,0,4,7,0,0,6,5,0,7,16,2,2013,상명대학교,MBC배 대학리그
1898,정성우,16,9:58:26,203,12,58,134,43.30%,19,62,30.60%,30,46,65.20%,19,53,4,77,4.8,37,7,0,0,22,34,0,0,15,20,3,57,67,11,2014,상명대학교,대학농구리그
1899,정성우,3,1:51:36,26,8,9,24,37.50%,1,10,10.00%,5,9,55.60%,4,8,4,11,3.7,7,2,0,0,6,4,0,0,5,4,3,8,4,2,2014,상명대학교,MBC배 대학리그
1900,정성우,16,10:02:15,268,16,77,167,46.10%,20,74,27.00%,54,69,78.30%,24,39,3,68,4.3,42,9,0,0,17,29,0,0,16,14,5,58,43,5,2015,상명대학교,대학농구리그
1901,정성우,3,1:53:27,63,21,16,36,44.40%,5,15,33.30%,16,18,88.90%,2,5,2,10,3.3,10,0,0,0,1,5,0,0,6,6,1,15,9,4,2015,상명대학교,MBC배 대학리그
1902,정성호,22,1:13:50,28,1,7,10,70.00%,4,22,18.20%,2,2,100.00%,2,12,0,0,0,3,0,0,0,3,7,0,0,3,2,1,0,0,0,2012,연세대학교,대학농구리그
1903,정성호,3,1:28:12,36,12,1,5,20.00%,11,38,28.90%,1,2,50.00%,7,11,6,0,0,1,0,0,0,5,1,0,0,2,2,2,2,0,0,2012,연세대학교,MBC배 대학리그
1904,정성호,16,2:08:02,53,3,10,16,62.50%,10,49,20.40%,3,3,100.00%,8,18,1,2,0.1,9,3,0,0,8,4,0,0,2,5,1,5,0,0,2013,연세대학교,대학농구리그
1905,정성호,5,0:26:59,10,2,1,2,50.00%,2,8,25.00%,2,2,100.00%,2,3,1,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2013,연세대학교,MBC배 대학리그
1906,정성호,16,2:15:06,37,2,2,7,28.60%,11,34,32.40%,0,0,0.00%,3,7,0,3,0.2,7,2,0,0,4,6,0,0,5,0,0,3,0,0,2014,연세대학교,대학농구리그
1907,정성호,5,1:29:04,35,7,4,5,80.00%,9,22,40.90%,0,0,0.00%,0,5,1,1,0.2,3,0,0,0,2,4,0,0,1,2,1,0,0,0,2014,연세대학교,MBC배 대학리그
1908,정성호,16,7:09:13,193,12,17,44,38.60%,49,138,35.50%,12,18,66.70%,21,50,4,6,0.4,18,6,0,0,17,14,0,0,5,6,1,10,0,0,2015,연세대학교,대학농구리그
1909,정성호,5,1:51:01,53,10,9,17,52.90%,11,37,29.70%,2,4,50.00%,6,10,3,2,0.4,1,1,0,0,1,3,0,0,1,4,0,4,0,0,2015,연세대학교,MBC배 대학리그
1910,정세영,3,0:37:31,8,2,3,7,42.90%,0,0,0.00%,2,3,66.70%,1,3,1,0,0,1,2,0,0,7,5,0,0,3,0,0,4,0,0,2001,경희대학교,MBC배 대학리그
1911,정세영,5,1:03:22,21,4,8,18,44.40%,0,0,0.00%,5,6,83.30%,18,8,5,4,0.8,4,7,0,0,4,4,0,0,2,0,0,4,0,0,2002,경희대학교,MBC배 대학리그
1912,정세영,3,1:05:42,24,8,11,20,55.00%,0,0,0.00%,2,4,50.00%,6,13,6,1,0.3,3,1,0,0,5,1,0,0,2,0,0,5,0,0,2003,경희대학교,MBC배 대학리그
1913,정세영,3,0:28:54,0,0,0,1,0.00%,0,0,0.00%,0,0,0.00%,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2004,경희대학교,MBC배 대학리그
1914,정승원,3,0:10:35,2,0,1,2,50.00%,0,1,0.00%,0,0,0.00%,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2003,연세대학교,MBC배 대학리그
1915,정승원,6,0:40:28,4,0,2,6,33.30%,0,2,0.00%,0,0,0.00%,3,5,1,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,2004,연세대학교,MBC배 대학리그
1916,정승원,5,0:33:48,6,1,3,8,37.50%,0,3,0.00%,0,1,0.00%,0,3,0,0,0,2,0,0,0,2,2,0,0,0,0,0,6,0,0,2005,연세대학교,MBC배 대학리그
1917,정영삼,2,1:14:14,35,17,10,23,43.50%,1,3,33.30%,12,19,63.20%,6,10,8,0,0,2,1,0,0,2,3,0,0,5,0,0,4,0,0,2003,건국대학교,MBC배 대학리그
1918,정영삼,2,1:12:10,27,13,8,17,47.10%,3,10,30.00%,2,4,50.00%,1,7,4,4,2,5,0,0,0,4,1,0,0,6,0,0,2,0,0,2004,건국대학교,MBC배 대학리그
1919,정영삼,4,2:36:42,69,17,15,26,57.70%,5,16,31.30%,24,27,88.90%,1,18,4,6,1.5,5,0,0,0,5,7,0,0,6,0,0,7,0,0,2005,건국대학교,MBC배 대학리그
1920,정영삼,4,2:14:09,41,10,11,29,37.90%,4,15,26.70%,7,8,87.50%,7,11,4,1,0.3,0,0,0,0,7,6,0,0,6,0,0,5,0,0,2006,건국대학교,MBC배 대학리그
1921,정의한,1,0:11:35,2,2,0,0,0.00%,0,1,0.00%,2,2,100.00%,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,2,0,0,2003,고려대학교,MBC배 대학리그
1922,정의한,1,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,고려대학교,MBC배 대학리그
1923,정의한,5,0:44:59,7,1,2,4,50.00%,0,1,0.00%,3,4,75.00%,0,7,1,1,0.2,2,1,0,0,2,6,0,0,1,0,0,2,0,0,2005,고려대학교,MBC배 대학리그
1924,정의한,4,1:17:37,10,2,3,10,30.00%,0,4,0.00%,4,4,100.00%,2,5,1,3,0.8,2,0,0,0,2,4,0,0,3,0,0,5,0,0,2006,고려대학교,MBC배 대학리그
1925,정인덕,16,0:56:24,11,0,3,8,37.50%,1,5,20.00%,2,4,50.00%,4,6,0,1,0.1,5,0,0,0,1,3,0,0,0,2,1,4,0,0,2013,중앙대학교,대학농구리그
1926,정인덕,4,0:20:32,9,2,3,4,75.00%,1,2,50.00%,0,0,0.00%,1,2,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,2013,중앙대학교,MBC배 대학리그
1927,정인덕,13,1:03:31,13,1,5,12,41.70%,1,12,8.30%,0,1,0.00%,4,4,0,3,0.2,0,0,0,0,2,1,0,0,3,1,0,5,0,0,2014,중앙대학교,대학농구리그
1928,정인덕,4,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,중앙대학교,MBC배 대학리그
1929,정인덕,14,4:41:04,79,5,20,45,44.40%,9,36,25.00%,12,16,75.00%,15,29,3,6,0.4,6,4,0,0,12,22,0,0,3,3,3,16,1,0,2015,중앙대학교,대학농구리그
1930,정인덕,3,0:58:40,14,4,6,9,66.70%,0,7,0.00%,2,4,50.00%,5,4,3,3,1,1,2,0,0,3,4,0,0,2,0,1,2,0,0,2015,중앙대학교,MBC배 대학리그
1931,정인덕,16,7:40:11,157,9,49,96,51.00%,15,64,23.40%,14,20,70.00%,35,57,5,11,0.7,18,15,1,1,23,13,0,0,12,7,1,19,4,0,2016,중앙대학교,대학농구리그
1932,정인덕,4,2:19:03,38,9,9,22,40.90%,6,21,28.60%,2,3,66.70%,7,18,6,5,1.3,3,8,0,0,1,7,0,0,4,0,1,6,2,0,2016,중앙대학교,MBC배 대학리그
1933,정재철,5,1:52:09,53,10,11,17,64.70%,6,19,31.60%,13,15,86.70%,8,10,3,7,1.4,7,0,0,0,8,8,0,0,2,0,0,11,0,0,2009,경희대학교,MBC배 대학리그
1934,정재호,3,0:39:33,15,5,6,13,46.20%,0,6,0.00%,3,4,75.00%,0,2,0,2,0.7,1,0,0,0,0,3,0,0,0,0,0,2,0,0,2001,경희대학교,MBC배 대학리그
1935,정재호,6,3:16:54,79,13,18,44,40.90%,12,38,31.60%,7,17,41.20%,7,8,2,13,2.2,11,0,0,0,6,6,0,0,4,0,0,16,0,0,2002,경희대학교,MBC배 대학리그
1936,정재호,4,2:19:58,88,22,26,51,51.00%,7,19,36.80%,15,18,83.30%,4,8,3,11,2.8,3,1,0,0,5,3,0,0,3,0,0,12,0,0,2003,경희대학교,MBC배 대학리그
1937,정재호,4,2:27:15,55,13,9,18,50.00%,7,21,33.30%,16,19,84.20%,4,14,4,10,2.5,2,2,0,0,5,3,0,0,7,0,0,6,0,0,2004,경희대학교,MBC배 대학리그
1938,정재홍,3,0:47:21,13,4,4,5,80.00%,1,2,50.00%,2,2,100.00%,1,3,1,4,1.3,0,0,0,0,3,6,0,0,2,0,0,5,0,0,2004,동국대학교,MBC배 대학리그
1939,정재홍,5,3:08:46,68,13,17,30,56.70%,8,23,34.80%,10,14,71.40%,6,20,5,11,2.2,10,0,0,0,4,10,0,0,7,0,0,14,0,0,2005,동국대학교,MBC배 대학리그
1940,정재홍,6,2:49:56,53,8,10,26,38.50%,6,27,22.20%,15,19,78.90%,5,19,4,17,2.8,3,3,0,0,10,7,0,0,11,0,0,24,0,0,2006,동국대학교,MBC배 대학리그
1941,정재홍,5,3:14:48,69,13,20,35,57.10%,7,19,36.80%,8,18,44.40%,8,15,4,9,1.8,5,3,0,0,7,5,0,0,3,0,0,13,0,0,2007,동국대학교,MBC배 대학리그
1942,정종현,16,1:05:34,22,1,7,18,38.90%,1,2,50.00%,5,10,50.00%,12,12,1,3,0.2,4,1,0,0,8,4,0,0,0,1,0,3,0,0,2018,동국대학교,대학농구리그
1943,정종현,3,0:15:28,0,0,0,4,0.00%,0,0,0.00%,0,0,0.00%,1,2,1,1,0.3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2018,동국대학교,MBC배 대학리그
1944,정종현,16,3:45:53,98,6,36,73,49.30%,4,14,28.60%,14,21,66.70%,27,27,3,4,0.3,9,13,2,2,15,10,0,0,1,6,1,10,2,2,2019,동국대학교,대학농구리그
1945,정종현,3,1:04:59,20,6,7,13,53.80%,2,2,100.00%,0,0,0.00%,5,6,3,3,1,5,1,0,0,1,2,0,0,0,0,0,5,0,0,2019,동국대학교,MBC배 대학리그
1946,정종현,3,0:40:39,23,7,11,16,68.80%,0,2,0.00%,1,1,100.00%,4,6,3,1,0.3,1,2,0,0,1,4,0,0,0,2,0,4,0,0,2020,동국대학교,대학농구리그
1947,정종현,3,0:17:13,11,3,3,4,75.00%,1,3,33.30%,2,2,100.00%,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,동국대학교,대학농구리그
1948,정종현,3,0:52:10,10,3,3,16,18.80%,1,5,20.00%,1,1,100.00%,6,5,3,1,0.3,1,1,0,0,1,4,0,0,0,1,2,3,0,0,2021,동국대학교,대학농구리그
1949,정종현,3,1:16:45,22,7,9,20,45.00%,1,7,14.30%,1,6,16.70%,10,8,6,1,0.3,2,2,0,0,3,4,0,0,0,1,1,6,1,0,2021,동국대학교,대학농구리그
1950,정준수,16,4:39:11,103,6,32,76,42.10%,3,5,60.00%,30,45,66.70%,21,32,3,3,0.2,5,2,0,0,19,8,0,0,10,2,1,20,0,0,2014,명지대학교,대학농구리그
1951,정준수,3,0:27:18,13,4,6,9,66.70%,0,1,0.00%,1,4,25.00%,2,2,1,0,0,2,0,0,0,2,1,0,0,1,1,0,0,0,0,2014,명지대학교,MBC배 대학리그
1952,정준수,15,6:48:32,128,8,47,127,37.00%,3,10,30.00%,25,47,53.20%,43,59,6,5,0.3,7,7,0,0,13,22,0,0,9,5,1,33,0,0,2015,명지대학교,대학농구리그
1953,정준수,5,2:44:30,71,14,28,47,59.60%,0,0,0.00%,15,22,68.20%,11,27,7,0,0,3,4,0,0,8,5,0,0,2,2,0,10,0,0,2015,명지대학교,MBC배 대학리그
1954,정준수,16,9:29:48,294,18,117,216,54.20%,4,13,30.80%,48,78,61.50%,55,90,9,15,0.9,30,5,0,0,16,23,0,0,15,12,1,38,2,2,2016,명지대학교,대학농구리그
1955,정준수,3,1:05:19,25,8,11,26,42.30%,0,0,0.00%,3,5,60.00%,9,7,5,2,0.7,2,1,0,0,7,2,0,0,0,1,0,10,0,0,2016,명지대학교,MBC배 대학리그
1956,정준수,16,9:26:20,288,18,94,169,55.60%,21,75,28.00%,37,57,64.90%,65,76,8,22,1.4,15,2,0,0,22,27,0,0,2,18,12,45,0,0,2017,명지대학교,대학농구리그
1957,정준수,3,1:47:45,84,28,22,33,66.70%,8,18,44.40%,16,17,94.10%,8,19,9,6,2,5,1,0,0,7,4,0,0,1,5,2,7,1,0,2017,명지대학교,MBC배 대학리그
1958,정준원,4,0:22:01,6,1,3,5,60.00%,0,4,0.00%,0,0,0.00%,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2009,연세대학교,MBC배 대학리그
1959,정준원,4,1:02:15,30,7,11,21,52.40%,2,7,28.60%,2,5,40.00%,2,9,2,3,0.8,2,1,0,0,5,5,0,0,5,0,0,2,0,0,2010,연세대학교,MBC배 대학리그
1960,정준원,22,7:08:23,216,9,76,119,63.90%,18,54,33.30%,10,21,47.60%,15,28,1,15,0.7,15,5,0,0,20,19,0,1,9,42,9,26,33,1,2011,연세대학교,대학농구리그
1961,정준원,5,1:13:26,42,8,16,32,50.00%,3,5,60.00%,1,5,20.00%,2,2,0,2,0.4,1,0,0,0,5,3,0,0,1,7,4,1,10,0,2011,연세대학교,MBC배 대학리그
1962,정진욱,14,3:49:22,15,1,0,14,0.00%,4,7,57.10%,3,4,75.00%,7,16,1,4,0.3,4,1,0,0,3,16,0,0,8,0,0,9,3,3,2015,상명대학교,대학농구리그
1963,정진욱,3,1:03:02,6,2,3,6,50.00%,0,1,0.00%,0,0,0.00%,0,5,1,1,0.3,1,0,0,0,1,5,0,0,2,2,0,5,0,0,2015,상명대학교,MBC배 대학리그
1964,정진욱,15,6:20:47,31,2,3,28,10.70%,0,9,0.00%,25,42,59.50%,24,42,4,16,1.1,11,3,0,0,9,32,0,0,14,0,2,17,12,2,2016,상명대학교,대학농구리그
1965,정진욱,3,1:37:41,13,4,3,6,50.00%,1,4,25.00%,4,8,50.00%,3,8,3,4,1.3,3,0,0,0,3,10,0,0,6,1,1,3,0,0,2016,상명대학교,MBC배 대학리그
1966,정진욱,16,7:28:11,75,4,19,39,48.70%,4,15,26.70%,25,40,62.50%,24,47,4,43,2.7,16,1,0,0,13,31,0,0,5,6,3,25,10,3,2017,상명대학교,대학농구리그
1967,정진욱,3,0:59:10,9,3,1,7,14.30%,2,6,33.30%,1,2,50.00%,1,5,2,5,1.7,5,0,0,0,3,5,0,0,1,0,3,5,3,0,2017,상명대학교,MBC배 대학리그
