,경기,년도,순위,선수명,팀,PTS,FG,FGA,FG%,FT,FTA,FT%,PP,PPA,PP%,REB_OFF,REB_DEF,REB_TOT,AST,TO,STL,BS,DF
1931,정규경기,2016-2017,127,서민수,원주동부,-0.808426,-0.8043365,-0.83979213,0.3288101,-0.63965005,-0.6846332,0.71731174,-0.35985294,-0.37906808,1.3023591,-0.6437358,-0.67088866,-0.6910672,-0.6662271,-0.91157395,-0.572253,-0.39168528,-0.7794955
1932,플레이오프,2016-2017,48,서민수,원주동부,-0.79460335,-0.8043365,-0.9305217,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.44900924,-0.7869104,-0.6437358,-0.113860495,-0.30372345,-0.93355185,-0.817246,0.9825373,-0.591837,0.416445
1933,정규경기,2017-2018,73,서민수,원주DB,-0.31080973,-0.3449286,-0.45419118,0.28996542,-0.4279218,-0.42407784,0.4048119,0.09588907,0.0755493,1.2038087,0.122374184,0.31462273,0.2325987,-0.064746425,-0.2512786,-0.10581585,0.40892154,0.23245409
1934,플레이오프,2017-2018,56,서민수,원주DB,-0.8360713,-0.8043365,-0.612968,-0.22796276,-0.63965005,-0.5283,-0.11802434,-0.13198195,0.14549045,0.30699953,-0.3032425,0.014684447,-0.095153704,-0.7330582,-0.817246,-1.0386901,-0.591837,-0.13552746
1935,D리그 1차,2018 KBL D리그,47,서민수,상무,-0.2831644,-0.20357226,-0.2954144,0.5964062,-0.63965005,-0.580411,-0.11802434,0.038921304,0.11051988,0.9804276,0.54799086,1.1715891,1.0072863,-0.46573353,-1.0059018,-0.572253,-0.39168528,-0.6875
1936,정규경기,2003-2004,134,서병원,부산KTF,-0.96047544,-0.94569284,-0.9532042,0.20364405,-0.7808022,-0.7888553,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.842282,-0.899637,-0.8667206,-0.91157395,-0.572253,-0.591837,-1.0554817
1937,정규경기,2002-2003,139,서영권,전주KCC,-1.0157661,-0.98103184,-0.8851569,-1.0911764,-0.7808022,-0.8409664,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.7288592,-0.92797863,-0.899637,-0.79988945,-0.91157395,-0.8832111,-0.39168528,-0.9634863
1938,정규경기,2003-2004,117,서영권,전주KCC,-0.8360713,-0.8043365,-0.7944273,0.92442733,-0.7808022,-0.7888553,0.38377813,-0.53075624,-0.5539209,-0.7869104,-0.7288592,-0.79943365,-0.81025,-0.79988945,-0.72291815,-0.72773206,-0.39168528,-0.4115138
1939,플레이오프,2003-2004,61,서영권,전주KCC,-1.0710568,-1.05171,-0.7717449,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-0.7794955
1940,정규경기,1998-1999,4,서장훈,청주SK,2.4399023,2.6235535,2.5398865,0.829474,2.3245454,2.0251424,0.7834174,-0.53075624,-0.5539209,-0.7869104,2.0802107,3.5282469,3.1823707,0.60356545,2.7672143,-0.10581585,2.6105902,0.96841764
1941,정규경기,1999-2000,2,서장훈,청주SK,2.2740304,2.37618,2.7213457,0.4885045,2.3245454,2.0251424,0.81947494,-0.53075624,-0.5539209,-0.7869104,0.88848406,2.4141905,1.9905436,0.068915986,0.8806562,0.2051422,1.0093768,1.060413
1942,플레이오프,1999-2000,13,서장훈,청주SK,1.2787977,1.4220251,1.4964957,0.66114724,1.054176,0.6702547,1.0508451,-0.53075624,-0.5539209,-0.7869104,0.54799086,2.3284938,1.781974,0.2025784,2.9558702,0.04966313,-0.591837,0.416445
1943,정규경기,2000-2001,7,서장훈,청주SK,2.3293211,2.6588926,3.2203586,0.36765462,1.3364801,1.4519207,0.45889828,-0.53075624,-0.5539209,-0.7869104,0.6331141,2.1142523,1.6925869,0.002084778,1.1636401,0.2051422,1.6098317,0.60043585
1944,플레이오프,2000-2001,2,서장훈,청주SK,2.757824,2.9416053,3.4245002,0.518717,2.5362737,1.8166981,1.1890662,-0.53075624,-0.5539209,-0.7869104,1.0587307,2.1571007,1.9011565,-0.39890233,1.9182634,-0.572253,2.010135,1.3363992
1945,정규경기,2001-2002,3,서장훈,서울SK,2.4260798,2.6942317,3.3791354,0.31586176,1.6893605,1.8166981,0.45288876,-0.53075624,-0.5539209,-0.7869104,0.71823746,2.4998875,1.9905436,0.2025784,1.8239353,0.04966313,2.4104385,0.50844055
1946,플레이오프,2001-2002,4,서장훈,서울SK,2.025222,2.1994846,2.7667105,0.43671182,1.9716649,1.3998097,1.1109413,-0.53075624,-0.5539209,-0.7869104,1.4843473,1.4286791,1.5138127,0.4030719,0.5976725,0.5161003,1.40968,0.6924312
1947,정규경기,2008-2009,142,서진,울산모비스,-0.9051847,-0.87501466,-0.8171097,0.79062927,-0.7808022,-0.7888553,-0.11802434,-0.18894969,-0.27415636,1.6012955,-0.6437358,-0.9708269,-0.899637,-0.7330582,-0.817246,-0.72773206,-0.39168528,-0.6875
1948,플레이오프,2008-2009,69,서진,울산모비스,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
1949,정규경기,2009-2010,125,서진,울산모비스,-0.8360713,-0.83967555,-0.7717449,0.44534382,-0.4279218,-0.42407784,0.25757638,-0.18894969,-0.27415636,1.5585904,-0.6437358,-0.67088866,-0.6910672,-0.79988945,-0.817246,-0.8832111,-0.591837,-0.6875
1950,플레이오프,2009-2010,58,서진,울산모비스,-0.9328301,-0.87501466,-0.7717449,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.24591745,-0.27415636,1.4041946,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-0.9634863
1951,D리그 1차,2018 KBL D리그,44,서현석,DB,-0.24169637,0.008462142,0.022139322,0.92442733,-0.85137826,-0.8930775,-1.6204273,0.6085989,0.3203433,1.8411016,0.37774414,-0.113860495,0.05382468,-0.59939593,-1.1002297,-1.0386901,-0.591837,1.52039
1952,D리그 2차,2018 KBL D리그,38,서현석,DB,0.034757122,0.36185285,1.0428476,-0.038055703,-0.85137826,-0.37196675,-1.6204273,1.4631151,1.5443132,1.1282532,2.0802107,2.2427974,2.2885003,0.4030719,1.257968,-1.0386901,-0.591837,1.52039
1953,정규경기,2018-2019,177,서현석,원주DB,-0.9742981,-0.94569284,-0.7036977,-0.875373,-0.85137826,-0.5283,-1.6204273,-0.35985294,-0.20421524,0.30699953,-0.6437358,-0.54234374,-0.6016802,-0.7330582,-0.817246,-1.0386901,-0.591837,-1.4234635
1954,정규경기,2019-2020,167,서현석,원주DB,-0.96047544,-0.94569284,-0.7036977,-1.0911764,-0.63965005,-0.6325221,-0.11802434,-0.35985294,-0.09930355,-0.12990743,-0.89910585,-0.75658536,-0.84004563,-0.93355185,-1.1002297,-1.0386901,0.008618152,-0.9634863
1955,D리그 1차,2020 KBL D리그,57,서현석,DB,0.062402446,0.14981847,0.40774018,0.4108153,0.13668682,0.3575883,0.13137451,1.2922119,1.2645487,1.2333739,-0.21811917,0.22892606,0.08362033,-0.79988945,0.40901676,-0.41677395,-0.591837,0.50844055
1956,정규경기,2020-2021,168,서현석,원주DB,-0.9051847,-0.87501466,-0.6583329,-0.92716587,-0.7808022,-0.7367442,-0.8692258,-0.35985294,-0.27415636,0.40883508,-0.3883658,-0.4994954,-0.45270184,-0.79988945,-0.817246,-0.8832111,-0.39168528,-0.5955046
1957,KBL 컵대회,2020-2021,97,서현석,원주DB,-0.5872632,-0.52162397,-0.54492086,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.24591745,-0.20421524,0.8555971,0.80336076,-0.113860495,0.20280306,-0.59939593,-0.6285902,-0.26129493,-0.591837,0.60043585
1958,정규경기,2003-2004,107,석명준,전주KCC,-0.79460335,-0.8043365,-0.83979213,0.5100848,-0.7102261,-0.7888553,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.8139825,-0.713737,-0.7804542,-0.79988945,-1.0059018,-1.0386901,-0.591837,-0.8714909
1959,정규경기,2004-2005,90,석명준,부산KTF,-0.6563766,-0.62764114,-0.7036977,0.8510543,-0.63965005,-0.6325221,-0.20516375,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.54234374,-0.54208887,-0.79988945,-0.6285902,-0.72773206,-0.39168528,-0.13552746
1960,플레이오프,2004-2005,59,석명준,부산KTF,-1.0710568,-1.05171,-0.8851569,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.047872517,-0.9708269,-0.6910672,-0.93355185,-1.1002297,-0.26129493,-0.591837,0.60043585
1961,정규경기,2005-2006,71,석명준,인천전자랜드,-0.2969871,-0.38026765,-0.45419118,0.061213836,-0.21619359,-0.2677446,0.69026846,-0.53075624,-0.5539209,-0.7869104,-0.3032425,-0.54234374,-0.48249748,-0.26523995,-0.34560648,-0.26129493,-0.19153357,0.60043585
1962,정규경기,2006-2007,78,석명준,창원LG,-0.5043272,-0.52162397,-0.612968,0.43239564,-0.4279218,-0.5283,0.7834174,-0.018046461,-0.06433297,1.2202338,-0.47348917,-0.54234374,-0.54208887,-0.59939593,-0.5342623,-0.572253,-0.39168528,-0.043532133
1963,플레이오프,2006-2007,53,석명준,창원LG,-0.82224876,-0.87501466,-0.6583329,-1.2336066,-0.49849787,-0.4761889,0.38377813,-0.35985294,-0.20421524,0.03434332,-0.89910585,-0.842282,-0.899637,-0.59939593,-0.817246,-1.0386901,-0.591837,0.8764221
1964,정규경기,2003-2004,129,석승호,서울삼성,-0.9190074,-0.87501466,-0.83979213,0.92442733,-0.7102261,-0.7888553,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.7288592,-0.75658536,-0.7506586,-0.7330582,-0.72291815,-0.572253,-0.39168528,-0.5955046
1965,플레이오프,2003-2004,62,석승호,서울삼성,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.37196675,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.54234374,-0.6910672,-0.93355185,-0.15695068,-1.0386901,-0.591837,-1.2394725
1966,D리그 1차,2014 KBL D리그,103,석종태,연합,-0.6563766,-0.5923021,-0.38614398,0.20364405,-0.63965005,-0.5283,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.6437358,-0.54234374,-0.6016802,-0.26523995,-0.15695068,-0.572253,-0.591837,-0.5035092
1967,정규경기,2014-2015,138,석종태,안양 KGC,-0.9051847,-0.9103537,-0.8171097,0.20364405,-0.569074,-0.4761889,-0.11802434,-0.30288517,-0.27415636,0.8555971,-0.5586125,-0.79943365,-0.7506586,-0.5325647,-0.72291815,0.5161003,-0.591837,-0.7794955
1968,정규경기,2015-2016,156,석종태,안양KGC,-0.96047544,-0.9103537,-0.7717449,-0.33586448,-0.85137826,-0.7367442,-1.6204273,-0.30288517,-0.20421524,0.4449702,-0.21811917,-0.79943365,-0.6612716,-0.8667206,-0.817246,-0.8832111,-0.591837,-0.8714909
1969,플레이오프,2015-2016,72,석종태,안양KGC,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
1970,정규경기,2016-2017,180,석종태,안양KGC,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
1971,정규경기,1997,48,석주일,인천대우증권,-0.44903648,-0.48628485,-0.4088264,0.63525087,-0.07504138,-0.2677446,1.2341383,-0.53075624,-0.5539209,-0.7869104,-0.3883658,-0.6280404,-0.5718845,-0.7330582,-0.34560648,0.36062118,0.008618152,0.6924312
1972,플레이오프,1997,35,석주일,인천대우증권,-0.42139116,-0.52162397,-0.31809676,-0.038055703,0.20726292,0.25336614,0.45889828,-0.53075624,-0.5539209,-0.7869104,0.20749743,-0.67088866,-0.39311045,-0.59939593,-0.817246,0.04966313,-0.591837,0.8764221
1973,정규경기,1997-1998,80,석주일,인천대우증권,-0.6701993,-0.6629802,-0.54492086,-0.41355366,-0.63965005,-0.6325221,0.38377813,-0.53075624,-0.5539209,-0.7869104,-0.3883658,-0.585192,-0.54208887,-0.5325647,-0.34560648,-0.41677395,-0.19153357,0.416445
1974,플레이오프,1997-1998,56,석주일,인천대우증권,-0.96047544,-0.94569284,-0.8851569,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.75658536,-0.6910672,-0.59939593,-0.817246,-0.26129493,-0.591837,1.52039
1975,정규경기,1999-2000,110,석주일,청주SK,-0.89136213,-0.9103537,-0.83979213,0.49282065,-0.63965005,-0.6846332,0.59411454,-0.53075624,-0.5539209,-0.7869104,-0.7288592,-0.713737,-0.7506586,-0.6662271,-0.817246,-0.72773206,-0.39168528,-0.13552746
1976,플레이오프,1999-2000,53,석주일,청주SK,-0.79460335,-0.94569284,-0.99856895,-1.95439,-0.14561749,-0.21563357,0.6331771,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.54234374,-0.6910672,-0.93355185,-0.817246,-1.0386901,0.008618152,0.14045875
1977,정규경기,2000-2001,64,석주일,청주SK,-0.26934168,-0.3449286,-0.52223843,0.7561008,-0.14561749,-0.2677446,0.88257605,-0.53075624,-0.5539209,-0.7869104,-0.3883658,-0.37095043,-0.39311045,-0.5325647,-0.34560648,-0.26129493,0.008618152,0.04846331
1978,플레이오프,2000-2001,50,석주일,청주SK,-0.89136213,-0.8043365,-0.7036977,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.064746425,-0.817246,-0.572253,0.008618152,-0.13552746
1979,D리그 1차,2015 KBL D리그,53,성건주,오리온,0.007111801,-0.026876897,0.13555135,-0.038055703,0.06611072,0.044921793,0.6331771,-0.53075624,-0.5539209,-0.7869104,-0.8139825,0.4003194,-0.0057666865,-0.33207116,-0.15695068,0.2051422,-0.591837,-0.5955046
1980,D리그 2차,2015 KBL D리그,42,성건주,오리온,-0.14493768,-0.23891138,-0.25004956,0.20364405,0.06611072,-0.0071892287,0.7834174,-0.53075624,-0.5539209,-0.7869104,0.20749743,-0.113860495,-0.0057666865,-0.46573353,-0.4399344,0.5161003,-0.591837,-0.7794955
1981,정규경기,2015-2016,179,성건주,고양오리온,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-0.15695068,-1.0386901,-0.591837,-0.7794955
1982,플레이오프,2016 KBL D리그,13,성건주,오리온,0.17298387,0.36185285,0.3623754,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.047872517,0.31462273,0.20280306,-0.26523995,-1.1002297,-1.0386901,-0.591837,0.14045875
1983,D리그 1차,2016 KBL D리그,25,성건주,오리온,0.75353616,0.82126087,0.6345642,0.5532455,0.06611072,0.40969932,-0.018865775,-0.53075624,-0.5539209,-0.7869104,-0.21811917,0.22892606,0.113416046,0.53673434,0.5033447,0.9825373,-0.591837,-0.9634863
1984,D리그 2차,2016 KBL D리그,16,성건주,오리온,0.8364723,0.6445655,0.20359862,0.5100848,0.9130237,0.82658786,0.69026846,-0.53075624,-0.5539209,-0.7869104,-0.21811917,0.31462273,0.1432117,-0.39890233,1.0693121,-0.572253,0.40892154,0.416445
1985,정규경기,2016-2017,99,성건주,고양오리온,-0.6563766,-0.6983193,-0.54492086,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.20421524,-0.7869104,-0.89910585,-0.54234374,-0.6910672,0.4030719,-0.15695068,2.0708907,-0.591837,-1.6994497
1986,D리그 1차,2016 KBL D리그,110,성기빈,삼성,-0.7116673,-0.73365843,-0.9078393,0.92442733,-0.63965005,-0.7367442,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.6437358,-0.4994954,-0.5718845,-0.7330582,-0.2512786,-0.572253,-0.591837,-0.6875
1987,D리그 2차,2016 KBL D리그,88,성기빈,삼성,-0.89136213,-0.87501466,-0.9305217,2.3616781,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.6437358,-0.75658536,-0.7506586,-0.7330582,-1.1002297,-1.0386901,-0.591837,-1.4234635
1988,정규경기,2017-2018,179,성기빈,서울삼성,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
1989,D리그 2차,2018 KBL D리그,70,성기빈,삼성,-0.79460335,-0.6983193,-0.47687364,-0.038055703,-0.85137826,-0.7367442,-1.6204273,0.038921304,0.25040215,0.6716363,-0.6437358,-0.3281021,-0.45270184,-0.59939593,-0.15695068,-0.26129493,-0.591837,-0.5035092
1990,정규경기,2018-2019,188,성기빈,서울삼성,-1.0710568,-1.05171,-0.9305217,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.44900924,-0.7869104,-0.89910585,-0.842282,-0.899637,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.4234635
1991,정규경기,2012-2013,94,성재준,고양오리온스,-0.51814985,-0.6629802,-0.72638005,0.56187767,0.13668682,-0.059300315,1.0087779,-0.18894969,-0.23918582,1.4041946,-0.8139825,-0.67088866,-0.7506586,-0.8667206,-0.72291815,-0.72773206,-0.39168528,-0.7794955
1992,정규경기,2013-2014,87,성재준,고양오리온스,-0.5043272,-0.556963,-0.7944273,0.20364405,-0.569074,-0.6325221,0.6782492,-0.30288517,-0.30912694,0.9278674,-0.7288592,-0.713737,-0.7506586,-0.79988945,-0.91157395,-0.572253,-0.591837,-0.31951836
1993,플레이오프,2013-2014,55,성재준,고양오리온스,-0.79460335,-0.87501466,-0.8851569,-1.95439,-0.49849787,-0.37196675,-0.11802434,-0.53075624,-0.37906808,-0.7869104,0.37774414,-0.9708269,-0.54208887,-0.93355185,-1.1002297,-1.0386901,-0.591837,0.14045875
1994,플레이오프,2014 KBL D리그,4,성재준,오리온스,1.693478,1.4220251,0.8160235,0.20364405,1.2659041,1.1913654,0.6331771,-0.53075624,-0.5539209,-0.7869104,0.80336076,-0.54234374,-0.095153704,-0.26523995,-0.15695068,0.5161003,-0.591837,-0.7794955
1995,D리그 1차,2014 KBL D리그,64,성재준,오리온스,0.07622518,-0.097555056,-0.31809676,-0.038055703,0.3484151,0.46181035,0.33870605,-0.53075624,-0.5539209,-0.7869104,-0.5586125,-0.37095043,-0.42290616,-0.33207116,-0.15695068,-0.41677395,-0.591837,1.060413
1996,D리그 2차,2014 KBL D리그,17,성재준,오리온스,0.8641176,0.6092263,-0.023225447,0.039633494,0.56014335,0.14914396,1.3843786,-0.53075624,-0.5539209,-0.7869104,0.20749743,-0.113860495,-0.0057666865,0.2025784,-0.4399344,0.5161003,0.008618152,1.060413
1997,정규경기,2014-2015,116,성재준,고양오리온스,-0.73931265,-0.7689975,-0.8851569,0.20364405,-0.7808022,-0.8409664,1.3843786,-0.35985294,-0.41403866,1.266224,-0.7288592,-0.713737,-0.7804542,-0.79988945,-0.6285902,-0.41677395,-0.39168528,-0.8714909
1998,플레이오프,2015 KBL D리그,12,성재준,상무,0.7258909,0.36185285,-0.54492086,0.20364405,0.56014335,0.14914396,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.89910585,0.74310595,0.20280306,-0.26523995,-1.1002297,6.735262,-0.591837,1.9803672
1999,D리그 1차,2015 KBL D리그,57,성재준,상무,-0.04817891,-0.097555056,-0.47687364,-0.07690038,-0.63965005,-0.580411,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.5586125,-0.28525376,-0.39311045,-0.33207116,-0.72291815,0.5161003,-0.19153357,0.04846331
2000,정규경기,2001-2002,113,성준모,전주KCC,-0.8775394,-0.83967555,-0.86247456,0.63525087,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.6437358,-0.8851303,-0.84004563,-0.79988945,-0.817246,-0.72773206,-0.591837,-0.7794955
2001,플레이오프,2001-2002,61,성준모,전주KCC,-1.0710568,-1.05171,-0.8851569,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.9708269,-0.84004563,-0.93355185,-1.1002297,-1.0386901,-0.591837,-0.7794955
2002,정규경기,2002-2003,121,성준모,전주KCC,-0.9190074,-0.87501466,-0.83979213,0.20364405,-0.7808022,-0.7888553,-0.6198269,-0.53075624,-0.5539209,-0.7869104,-0.7288592,-0.92797863,-0.899637,-0.7330582,-0.817246,-0.8832111,-0.591837,-0.8714909
2003,정규경기,2007-2008,19,세드릭 웨버,부산KTF,1.0991031,1.0332953,1.337719,0.32449394,1.6893605,1.764587,0.464908,2.3176315,2.2437246,1.266224,0.88848406,1.4715273,1.3648344,-0.064746425,0.69200045,1.4489745,0.20876984,1.3363992
2004,정규경기,2004-2005,29,세드릭 헨더슨,서울SK,1.1958617,1.1393124,1.5191783,-0.15458958,0.8424477,0.82658786,0.5340184,-0.53075624,-0.5539209,-0.7869104,0.29262078,1.5572242,1.2158561,0.3362407,1.8239353,0.36062118,1.2095282,0.6924312
2005,정규경기,1997-1998,31,손규완,청주SK,0.8779403,0.6799045,-0.06859032,0.22522439,0.277839,0.044921793,0.9126241,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.15670884,-0.27392772,-0.33207116,0.126033,0.2051422,-0.19153357,0.6924312
2006,정규경기,1998-1999,56,손규완,청주SK,-0.26934168,-0.3449286,-0.7036977,0.26406908,-0.569074,-0.580411,0.82247996,-0.53075624,-0.5539209,-0.7869104,-0.6437358,-0.28525376,-0.42290616,-0.39890233,-0.4399344,-0.572253,-0.591837,0.50844055
2007,정규경기,1999-2000,84,손규완,청주SK,-0.6563766,-0.73365843,-0.86247456,0.63525087,-0.4279218,-0.5283,1.1229606,-0.53075624,-0.5539209,-0.7869104,-0.8139825,-0.79943365,-0.84004563,-0.7330582,-0.91157395,-0.72773206,-0.591837,-0.8714909
2008,플레이오프,1999-2000,40,손규완,청주SK,-0.51814985,-0.45094576,-0.612968,0.63525087,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.0554817
2009,플레이오프,2009KBLSUMMER,9,손우제,전자랜드,-0.0067109265,0.25583565,0.4304227,0.5446135,-0.63965005,-0.5283,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.3032425,0.014684447,-0.095153704,-0.26523995,0.5033447,1.6044537,0.008618152,1.9803672
2010,D리그 1차,2009KBLSUMMER,38,손우제,전자랜드,-0.39374578,-0.3449286,-0.113955095,0.27270108,-0.21619359,-0.16352248,0.29062918,-0.53075624,-0.5539209,-0.7869104,0.6331141,-0.3281021,-0.0057666865,-0.5325647,0.31468883,-0.26129493,-0.591837,1.8883718
2011,D리그 1차,2009KBLWINTER,61,손우제,전자랜드,-0.4766818,-0.41560674,-0.27273196,0.20364405,-0.35734573,-0.21563357,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.13299587,-0.28525376,-0.24413209,-0.064746425,0.22036092,-0.572253,0.008618152,1.2444038
2012,정규경기,2001-2002,130,손인보,여수 코리아텐더,-0.96047544,-0.94569284,-0.9305217,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.6437358,-0.842282,-0.7804542,-0.93355185,-0.6285902,-1.0386901,0.008618152,-1.5154588
2013,정규경기,2002-2003,137,손인보,여수 코리아텐더,-0.9881208,-0.98103184,-0.9305217,0.20364405,-0.7808022,-0.7888553,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.8139825,-0.9708269,-0.95922834,-0.93355185,-0.91157395,-1.0386901,-0.591837,-1.4234635
2014,플레이오프,2002-2003,46,손인보,여수 코리아텐더,-0.79460335,-0.6983193,-0.09127271,-0.875373,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,0.80336076,-0.54234374,-0.095153704,-0.93355185,-0.15695068,-1.0386901,-0.591837,-0.7794955
2015,D리그 1차,2009KBLWINTER,67,손장훈,전자랜드,-0.5872632,-0.52162397,-0.4315088,0.20364405,-0.63965005,-0.7367442,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.19955717,-0.45270184,-0.064746425,1.0693121,0.2051422,-0.591837,0.416445
2016,D리그 1차,2010KBLWINTER,93,손장훈,전자랜드,-0.51814985,-0.52162397,-0.36346158,-0.26680744,-0.49849787,-0.580411,0.74135005,-0.53075624,-0.5539209,-0.7869104,-0.5586125,-0.41379878,-0.45270184,0.13574718,0.40901676,-0.26129493,-0.39168528,0.23245409
2017,D리그 1차,2011KBLWINTER,63,손장훈,전자랜드,-0.5319725,-0.48628485,-0.68101525,0.46260816,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.5586125,-0.54234374,-0.5718845,-0.5325647,-0.817246,0.04966313,-0.39168528,0.23245409
2018,정규경기,2004-2005,133,손준영,전주KCC,-0.9190074,-0.9103537,-0.9305217,0.92442733,-0.7808022,-0.7367442,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.8139825,-0.75658536,-0.81025,-0.7330582,-1.0059018,-0.572253,-0.39168528,-0.7794955
2019,플레이오프,2004-2005,60,손준영,전주KCC,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.75658536,-0.84004563,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
2020,정규경기,2005-2006,80,손준영,전주KCC,-0.5319725,-0.52162397,-0.68101525,0.74315256,-0.63965005,-0.6325221,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.5586125,-0.67088866,-0.6612716,-0.33207116,-0.6285902,-0.10581585,0.008618152,0.416445
2021,플레이오프,2005-2006,66,손준영,전주KCC,-1.0710568,-1.05171,-0.9305217,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.842282,-0.899637,-0.93355185,-0.817246,-1.0386901,-0.591837,-0.7794955
2022,정규경기,2006-2007,73,손준영,전주KCC,-0.39374578,-0.41560674,-0.54492086,0.043949496,-0.569074,-0.5283,0.032215945,-0.018046461,0.0056081843,0.9311524,-0.7288592,-0.713737,-0.7506586,-0.46573353,-0.5342623,0.2051422,-0.19153357,0.50844055
2023,정규경기,2007-2008,119,손준영,원주동부,-0.79460335,-0.7689975,-0.74906254,0.20364405,-0.7102261,-0.7888553,1.3843786,-0.18894969,-0.23918582,1.266224,-0.8139825,-0.713737,-0.7804542,-0.79988945,-0.91157395,-0.572253,-0.19153357,-0.5955046
2024,정규경기,1999-2000,111,손창환,안양SBS,-0.89136213,-0.87501466,-0.9305217,2.3616781,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.842282,-0.899637,-0.7330582,-0.817246,-0.572253,0.008618152,0.8764221
