,경기,년도,순위,선수명,팀,PTS,FG,FGA,FG%,FT,FTA,FT%,PP,PPA,PP%,REB_OFF,REB_DEF,REB_TOT,AST,TO,STL,BS,DF
5033,플레이오프,2012-2013,32,전정규,고양오리온스,5.8,2.2,1.8,66.7,0.4,0.4,100.0,0.6,0.8,75.0,0.0,1.2,1.2,1.2,0.6,0.4,0.0,3.8
5034,플레이오프,2012-2013,33,최부경,서울SK,5.8,2.0,4.3,47.1,1.8,2.8,63.6,2.0,3.8,53.3,2.3,2.8,5.0,2.0,1.8,0.3,0.0,2.3
5035,플레이오프,2012-2013,34,코트니 심스,서울SK,5.8,2.3,4.0,56.3,1.3,1.8,71.4,2.0,3.8,53.3,2.5,2.5,5.0,0.8,1.5,0.3,1.0,1.8
5036,플레이오프,2012-2013,35,박상오,서울SK,5.3,1.3,3.5,14.3,2.0,2.5,80.0,0.3,2.8,9.1,1.0,3.5,4.5,2.0,1.0,0.0,0.0,3.0
5037,플레이오프,2012-2013,36,변기훈,서울SK,5.3,1.8,1.3,40.0,0.5,0.8,66.7,0.5,1.0,50.0,0.8,1.0,1.8,0.5,0.3,0.5,0.0,3.3
5038,플레이오프,2012-2013,37,이현민,인천전자랜드,4.7,1.7,2.5,46.7,0.8,1.0,83.3,0.8,1.5,55.6,0.3,1.2,1.5,3.8,2.0,1.3,0.0,3.2
5039,플레이오프,2012-2013,38,김성철,안양 KGC,4.5,1.5,1.8,36.4,0.7,0.8,80.0,0.5,1.0,50.0,0.5,1.0,1.5,0.7,0.7,0.2,0.2,0.8
5040,플레이오프,2012-2013,39,김상규,인천전자랜드,4.3,1.7,1.8,45.5,0.2,0.3,50.0,0.8,1.2,71.4,0.3,0.7,1.0,0.3,0.2,0.2,0.0,2.3
5041,플레이오프,2012-2013,40,한정원,인천전자랜드,3.5,1.5,3.0,50.0,0.5,0.5,100.0,1.3,2.0,66.7,0.7,1.2,1.8,0.0,0.2,0.0,0.0,1.8
5042,플레이오프,2012-2013,41,정휘량,안양 KGC,3.3,1.2,2.1,52.6,0.8,1.1,70.0,0.6,0.9,62.5,0.3,1.7,2.0,0.6,0.2,0.1,0.1,1.6
5043,플레이오프,2012-2013,42,오다티 블랭슨,서울삼성,3.0,0.7,3.7,18.2,1.7,2.3,71.4,0.7,1.0,66.7,0.0,1.0,1.0,0.3,0.3,0.3,0.0,1.7
5044,플레이오프,2012-2013,43,이지원,울산모비스,2.7,1.0,3.7,27.3,0.7,1.0,66.7,0.3,1.0,33.3,0.0,0.7,0.7,2.0,1.0,0.7,0.0,1.0
5045,플레이오프,2012-2013,44,주태수,인천전자랜드,2.7,1.2,3.2,36.8,0.3,0.3,100.0,0.8,1.3,62.5,1.0,1.8,2.8,0.3,0.3,0.5,0.0,2.3
5046,플레이오프,2012-2013,45,김윤태,안양 KGC,2.6,1.0,1.8,37.5,0.2,0.6,40.0,0.2,1.2,18.2,0.1,1.6,1.7,1.3,0.3,0.7,0.0,2.1
5047,플레이오프,2012-2013,46,박병우,서울삼성,2.3,0.7,0.7,100.0,1.0,1.0,100.0,0.3,0.3,100.0,0.7,0.3,1.0,0.7,0.3,0.0,0.0,0.7
5048,플레이오프,2012-2013,47,이규섭,서울삼성,2.3,0.7,1.7,0.0,0.3,0.3,100.0,0.0,0.3,0.0,1.0,1.7,2.7,1.0,0.0,0.3,0.0,2.0
5049,플레이오프,2012-2013,48,정병국,인천전자랜드,2.3,1.0,2.5,40.0,0.3,0.3,100.0,0.3,0.7,50.0,0.0,0.5,0.5,0.8,0.5,0.3,0.0,1.8
5050,플레이오프,2012-2013,49,조상현,고양오리온스,2.3,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,1.0,0.3,0.0,0.8,0.0,2.0
5051,플레이오프,2012-2013,50,강혁,인천전자랜드,2.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.7,0.7,0.0,0.7
5052,플레이오프,2012-2013,51,은희석,안양 KGC,2.0,1.0,1.5,66.7,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
5053,플레이오프,2012-2013,52,이관희,서울삼성,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.5,0.5,100.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5
5054,플레이오프,2012-2013,53,유성호,서울삼성,1.7,0.7,1.7,40.0,0.3,0.7,50.0,0.7,1.3,50.0,0.0,1.0,1.0,0.0,0.3,0.0,0.0,2.7
5055,플레이오프,2012-2013,54,주희정,서울SK,1.5,0.5,1.0,25.0,0.3,0.5,50.0,0.3,0.8,33.3,0.3,1.3,1.5,1.0,0.5,0.3,0.0,1.0
5056,플레이오프,2012-2013,55,천대현,울산모비스,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,2.5
5057,플레이오프,2012-2013,56,김지완,인천전자랜드,1.3,0.5,1.0,25.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.8,0.8,1.3,0.8,0.3,0.0,0.5
5058,플레이오프,2012-2013,57,황진원,서울삼성,1.3,0.3,0.0,0.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.3
5059,플레이오프,2012-2013,58,정재홍,고양오리온스,1.0,0.4,1.2,33.3,0.2,0.4,50.0,0.2,0.6,33.3,0.2,0.6,0.8,0.0,0.4,0.0,0.0,2.0
5060,플레이오프,2012-2013,59,김승원,고양오리온스,0.7,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5061,플레이오프,2012-2013,60,전형수,고양오리온스,0.7,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.3
5062,플레이오프,2012-2013,61,권용웅,서울SK,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,1.0
5063,플레이오프,2012-2013,62,김동량,울산모비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5064,플레이오프,2012-2013,63,김동우,서울SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0
5065,플레이오프,2012-2013,64,김민섭,고양오리온스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5066,플레이오프,2012-2013,65,김승현,서울삼성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
5067,플레이오프,2012-2013,66,김우겸,서울SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5068,플레이오프,2012-2013,67,김종범,고양오리온스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5069,플레이오프,2012-2013,68,노경석,울산모비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5070,플레이오프,2012-2013,69,박구영,울산모비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5
5071,플레이오프,2012-2013,70,박상률,안양 KGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5072,플레이오프,2012-2013,71,박성훈,서울삼성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5073,플레이오프,2012-2013,72,오세근,안양 KGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5074,플레이오프,2012-2013,73,우승연,서울삼성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5075,플레이오프,2012-2013,74,이원대,안양 KGC,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.3,1.0,0.3,0.0,0.7,0.0,0.0
5076,플레이오프,2012-2013,75,이현준,서울SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5077,플레이오프,2012-2013,76,이현호,인천전자랜드,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.6,0.0,0.2,0.6,0.0,1.0
5078,플레이오프,2012-2013,77,임상욱,울산모비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5079,플레이오프,2012-2013,78,조효현,고양오리온스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
5080,플레이오프,2011-2012,1,허버트 힐,인천전자랜드,26.6,11.0,17.4,63.2,4.6,5.6,82.1,8.6,12.8,67.2,5.4,7.4,12.8,2.2,1.8,0.8,1.6,2.4
5081,플레이오프,2011-2012,2,찰스 로드,부산KT,25.1,10.8,17.9,59.0,3.3,4.7,71.4,8.0,12.0,66.7,4.7,8.1,12.8,1.4,3.1,1.8,2.0,2.2
5082,플레이오프,2011-2012,3,크리스 다니엘스,안양 KGC,20.5,9.0,11.5,71.7,1.8,2.5,70.0,8.0,11.0,72.7,2.5,8.5,11.0,0.8,3.0,1.0,2.3,2.5
5083,플레이오프,2011-2012,4,테렌스 레더,울산모비스,20.3,8.7,16.7,52.1,2.9,3.3,87.0,5.7,10.3,55.6,3.0,7.6,10.6,2.0,4.4,1.3,1.6,3.6
5084,플레이오프,2011-2012,5,문태종,인천전자랜드,19.0,7.0,10.0,52.0,3.2,3.6,88.9,3.6,5.8,62.1,2.4,5.2,7.6,3.4,3.0,1.2,0.8,3.2
5085,플레이오프,2011-2012,6,로드 벤슨,원주동부,18.5,8.8,14.8,59.3,1.0,4.0,25.0,7.8,13.0,59.6,4.5,10.0,14.5,1.5,2.0,0.8,1.3,2.3
5086,플레이오프,2011-2012,7,하승진,전주KCC,18.0,8.3,11.0,75.8,1.3,2.3,57.1,8.3,11.0,75.8,3.0,8.3,11.3,1.7,2.0,0.0,0.3,2.0
5087,플레이오프,2011-2012,8,양동근,울산모비스,14.4,4.6,4.6,37.5,2.4,2.6,94.4,1.0,2.1,46.7,0.4,4.1,4.6,5.0,1.3,1.4,0.0,2.4
5088,플레이오프,2011-2012,9,함지훈,울산모비스,13.9,5.7,10.9,51.3,2.3,2.6,88.9,3.6,5.3,67.6,2.3,2.7,5.0,4.1,1.3,2.1,0.4,2.6
5089,플레이오프,2011-2012,10,오세근,안양 KGC,13.8,6.3,11.0,56.8,1.3,2.0,62.5,5.5,8.3,66.7,3.0,6.0,9.0,2.5,3.0,1.3,0.5,2.5
5090,플레이오프,2011-2012,11,추승균,전주KCC,13.7,4.7,9.3,42.9,3.7,3.7,100.0,2.0,3.7,54.5,1.3,0.3,1.7,3.0,1.7,0.7,0.0,3.3
5091,플레이오프,2011-2012,12,박상오,부산KT,13.1,5.2,7.7,42.0,0.7,1.4,46.2,2.0,4.3,46.2,0.9,3.4,4.3,2.0,1.8,1.2,0.2,3.0
5092,플레이오프,2011-2012,13,조성민,부산KT,11.7,4.2,5.3,52.1,1.8,2.7,66.7,1.3,2.2,60.0,0.7,2.7,3.3,4.1,1.9,1.8,0.1,3.6
5093,플레이오프,2011-2012,14,강혁,인천전자랜드,11.6,4.0,4.4,40.9,1.4,2.2,63.6,1.2,3.0,40.0,0.8,1.6,2.4,2.4,2.0,1.2,0.0,2.0
5094,플레이오프,2011-2012,15,윤호영,원주동부,11.0,4.0,8.8,40.0,2.5,3.0,83.3,3.3,4.8,68.4,1.5,4.5,6.0,2.3,2.0,1.3,0.8,3.3
5095,플레이오프,2011-2012,16,박구영,울산모비스,10.3,3.4,1.3,66.7,0.9,1.3,66.7,0.4,0.4,100.0,0.3,1.6,1.9,2.9,1.0,1.9,0.1,2.9
5096,플레이오프,2011-2012,17,임재현,전주KCC,10.3,4.0,6.3,36.8,0.7,1.0,66.7,1.0,2.7,37.5,0.0,1.3,1.3,2.7,2.0,2.0,0.0,3.0
5097,플레이오프,2011-2012,18,자밀 왓킨스,전주KCC,10.3,4.7,10.7,43.8,1.0,2.3,42.9,4.7,10.0,46.7,2.3,6.7,9.0,3.0,4.3,0.3,2.0,3.7
5098,플레이오프,2011-2012,19,김주성,원주동부,9.8,4.3,8.8,48.6,1.3,1.5,83.3,3.8,5.0,75.0,1.8,3.8,5.5,2.3,2.5,1.8,1.3,3.5
5099,플레이오프,2011-2012,20,박지현,원주동부,9.8,3.5,5.8,47.8,2.0,2.5,80.0,2.5,4.3,58.8,0.5,1.8,2.3,3.3,2.0,2.0,0.3,2.8
5100,플레이오프,2011-2012,21,이광재,원주동부,9.0,3.3,4.0,37.5,0.8,1.3,60.0,0.8,1.8,42.9,0.3,1.5,1.8,1.0,1.3,1.0,0.0,3.0
5101,플레이오프,2011-2012,22,김태술,안양 KGC,8.8,2.5,5.5,36.4,3.3,4.0,81.3,1.0,2.5,40.0,1.8,2.0,3.8,5.8,1.3,1.3,0.0,2.3
5102,플레이오프,2011-2012,23,양희종,안양 KGC,8.8,3.5,5.3,47.6,0.8,1.3,60.0,2.0,3.8,53.3,1.3,2.5,3.8,2.3,1.3,1.3,1.3,3.0
5103,플레이오프,2011-2012,24,정민수,전주KCC,7.7,2.3,3.3,40.0,2.0,2.3,85.7,1.3,2.7,50.0,0.3,2.3,2.7,0.3,1.3,0.3,0.0,3.7
5104,플레이오프,2011-2012,25,양우섭,부산KT,7.3,2.8,4.1,43.2,0.8,0.9,87.5,1.0,1.4,69.2,1.4,1.0,2.4,2.0,1.1,0.7,0.2,2.9
5105,플레이오프,2011-2012,26,전태풍,전주KCC,7.0,3.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0
5106,플레이오프,2011-2012,27,신기성,인천전자랜드,5.8,2.2,2.2,45.5,0.2,0.4,50.0,0.6,1.0,60.0,0.4,1.0,1.4,2.8,1.0,0.8,0.0,1.4
5107,플레이오프,2011-2012,28,김동우,울산모비스,5.0,1.4,1.1,25.0,1.0,1.1,87.5,0.3,0.9,33.3,0.4,2.7,3.1,0.3,1.4,0.4,0.1,2.9
5108,플레이오프,2011-2012,29,송영진,부산KT,5.0,1.9,2.1,52.9,0.5,0.8,66.7,1.0,1.1,88.9,0.9,2.4,3.3,1.3,1.4,0.3,0.1,2.6
5109,플레이오프,2011-2012,30,안재욱,원주동부,5.0,1.5,1.3,40.0,1.0,1.0,100.0,0.3,0.5,50.0,0.3,0.0,0.3,1.8,0.8,0.5,0.0,1.3
5110,플레이오프,2011-2012,31,조동현,부산KT,5.0,1.5,2.4,36.8,1.4,1.5,91.7,0.6,1.3,50.0,0.8,0.9,1.6,1.1,1.3,0.9,0.0,2.0
5111,플레이오프,2011-2012,32,박찬희,안양 KGC,4.8,1.5,3.5,35.7,1.5,2.0,75.0,1.3,2.3,55.6,0.5,0.8,1.3,2.3,2.0,1.0,0.0,2.5
5112,플레이오프,2011-2012,33,이현민,인천전자랜드,4.4,1.6,1.6,75.0,0.8,0.8,100.0,0.6,1.0,60.0,0.2,0.4,0.6,1.6,1.2,0.4,0.0,2.4
5113,플레이오프,2011-2012,34,김일두,안양 KGC,3.5,1.3,1.8,42.9,0.5,0.5,100.0,0.5,1.0,50.0,0.3,0.0,0.3,0.0,1.0,0.3,0.0,1.3
5114,플레이오프,2011-2012,35,이정현,안양 KGC,3.5,1.0,3.0,25.0,1.3,1.5,83.3,0.3,2.0,12.5,0.5,2.0,2.5,3.0,1.5,0.8,0.3,2.0
5115,플레이오프,2011-2012,36,정병국,인천전자랜드,3.3,1.3,1.8,57.1,0.5,1.0,50.0,0.5,0.8,66.7,0.3,0.8,1.0,0.8,1.0,0.5,0.0,0.5
5116,플레이오프,2011-2012,37,김성철,안양 KGC,3.0,1.0,2.3,22.2,0.5,0.5,100.0,0.3,1.0,25.0,0.5,0.8,1.3,0.8,0.5,0.3,0.0,1.3
5117,플레이오프,2011-2012,38,박상률,안양 KGC,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5118,플레이오프,2011-2012,39,윤여권,부산KT,3.0,1.0,0.8,66.7,0.5,0.5,100.0,0.3,0.3,100.0,0.0,0.5,0.5,0.8,0.3,0.5,0.0,0.8
5119,플레이오프,2011-2012,40,주태수,인천전자랜드,2.8,1.0,2.2,45.5,0.8,1.2,66.7,1.0,1.6,62.5,1.0,1.4,2.4,1.2,0.8,0.0,0.0,3.0
5120,플레이오프,2011-2012,41,함누리,인천전자랜드,2.8,1.4,2.4,58.3,0.0,0.0,0.0,0.8,1.4,57.1,0.4,0.2,0.6,0.0,0.4,0.2,0.0,1.8
5121,플레이오프,2011-2012,42,황진원,원주동부,2.8,1.0,1.0,75.0,0.5,0.8,66.7,0.3,0.5,50.0,0.3,1.3,1.5,0.8,0.8,0.5,0.0,0.5
5122,플레이오프,2011-2012,43,이현호,인천전자랜드,2.4,1.0,1.8,44.4,0.2,1.4,14.3,0.8,1.0,80.0,0.6,1.6,2.2,0.4,0.2,0.0,0.0,3.0
5123,플레이오프,2011-2012,44,김태홍,전주KCC,2.3,1.0,1.7,40.0,0.0,0.0,0.0,0.3,1.0,33.3,1.0,0.7,1.7,0.7,0.0,0.7,0.0,1.0
5124,플레이오프,2011-2012,45,박종천,울산모비스,2.3,0.9,1.3,33.3,0.1,0.3,50.0,0.3,0.7,40.0,0.3,0.4,0.7,0.4,0.3,0.0,0.0,2.1
5125,플레이오프,2011-2012,46,이한권,인천전자랜드,2.2,0.4,0.8,25.0,1.2,1.2,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.0,0.2,2.2
5126,플레이오프,2011-2012,47,김현민,부산KT,2.1,1.0,2.1,47.4,0.1,0.2,50.0,0.9,1.7,53.3,1.1,0.7,1.8,0.3,0.3,0.2,0.3,1.7
5127,플레이오프,2011-2012,48,김도수,부산KT,2.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
5128,플레이오프,2011-2012,49,차민석,안양 KGC,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5129,플레이오프,2011-2012,50,홍수화,울산모비스,2.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,1.7
5130,플레이오프,2011-2012,51,박성운,부산KT,1.8,0.6,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.1,0.0,1.4
5131,플레이오프,2011-2012,52,김봉수,원주동부,1.7,0.7,0.7,100.0,0.3,0.7,50.0,0.7,0.7,100.0,0.0,1.0,1.0,0.7,0.3,0.0,0.0,1.3
5132,플레이오프,2011-2012,53,신명호,전주KCC,1.7,0.3,2.0,0.0,0.7,0.7,100.0,0.0,1.7,0.0,1.0,1.3,2.3,1.3,1.0,1.3,0.0,3.3
5133,플레이오프,2011-2012,54,최윤호,원주동부,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5134,플레이오프,2011-2012,55,표명일,부산KT,1.1,0.4,0.6,25.0,0.0,0.0,0.0,0.1,0.1,100.0,0.4,0.4,0.9,1.0,0.6,0.3,0.3,1.9
5135,플레이오프,2011-2012,56,박재욱,부산KT,1.0,0.0,0.5,0.0,1.0,2.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
5136,플레이오프,2011-2012,57,송창용,울산모비스,0.8,0.2,0.5,0.0,0.3,0.3,100.0,0.0,0.0,0.0,0.2,0.5,0.7,0.5,0.3,0.0,0.0,0.5
5137,플레이오프,2011-2012,58,석명준,원주동부,0.7,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.3
5138,플레이오프,2011-2012,59,진경석,원주동부,0.5,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.5,50.0,0.3,0.5,0.8,0.0,0.3,0.0,0.0,0.0
5139,플레이오프,2011-2012,60,김영환,부산KT,0.3,0.0,1.0,0.0,0.3,0.5,50.0,0.0,0.3,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.5
5140,플레이오프,2011-2012,61,김동량,울산모비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.7
5141,플레이오프,2011-2012,62,김우람,전주KCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5142,플레이오프,2011-2012,63,김종학,안양 KGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5143,플레이오프,2011-2012,64,류종현,울산모비스,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5144,플레이오프,2011-2012,65,유병재,전주KCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5145,플레이오프,2011-2012,66,은희석,안양 KGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5146,플레이오프,2011-2012,67,이동준,전주KCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5147,플레이오프,2011-2012,68,이중원,전주KCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5148,플레이오프,2011-2012,69,이지원,울산모비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5149,플레이오프,2011-2012,70,임상욱,울산모비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5150,플레이오프,2011-2012,71,임창한,인천전자랜드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5151,플레이오프,2011-2012,72,임효성,인천전자랜드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5152,플레이오프,2011-2012,73,정선규,전주KCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5153,플레이오프,2011-2012,74,홍세용,원주동부,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5154,플레이오프,2010-2011,1,애런 헤인즈,서울삼성,24.7,7.3,11.7,60.0,9.7,11.7,82.9,6.7,9.7,69.0,4.0,5.0,9.0,3.3,2.0,1.7,0.3,3.3
5155,플레이오프,2010-2011,2,문태종,인천전자랜드,24.5,7.8,6.5,80.8,6.5,8.3,78.8,4.0,4.8,84.2,2.3,3.8,6.0,4.3,2.5,2.0,0.8,2.5
5156,플레이오프,2010-2011,3,찰스 로드,부산KT,22.3,9.0,16.8,53.7,4.3,6.0,70.8,7.8,12.5,62.0,5.8,5.8,11.5,1.8,2.8,1.3,2.0,4.3
5157,플레이오프,2010-2011,4,이승준,서울삼성,19.3,7.7,9.7,65.5,2.7,4.0,66.7,4.7,6.3,73.7,1.7,3.7,5.3,2.3,3.7,1.0,1.3,4.0
5158,플레이오프,2010-2011,5,허버트 힐,인천전자랜드,18.0,7.3,12.0,60.4,3.5,5.5,63.6,7.0,10.5,66.7,2.8,6.0,8.8,2.0,3.8,1.3,2.3,3.0
5159,플레이오프,2010-2011,6,문태영,창원LG,16.7,6.3,12.7,44.7,3.3,5.3,62.5,4.3,7.7,56.5,1.3,5.7,7.0,3.0,2.3,1.7,0.0,3.3
5160,플레이오프,2010-2011,7,하승진,전주KCC,16.1,6.4,9.6,65.7,3.1,6.3,50.0,5.9,8.4,69.5,4.9,5.9,10.7,0.6,2.4,1.0,1.7,3.3
5161,플레이오프,2010-2011,8,에릭 도슨,전주KCC,15.3,5.7,8.1,61.4,3.1,3.6,88.0,4.4,6.4,68.9,3.3,4.6,7.9,1.6,2.6,1.3,0.4,3.1
5162,플레이오프,2010-2011,9,로드 벤슨,원주동부,15.1,6.3,10.9,57.9,2.6,5.0,51.4,5.7,9.0,63.5,2.7,6.0,8.7,1.0,2.0,0.6,0.7,3.3
5163,플레이오프,2010-2011,10,강병현,전주KCC,13.6,5.0,6.0,54.8,1.9,2.7,68.4,3.0,4.6,65.6,0.4,1.3,1.7,2.7,1.0,1.0,0.0,3.3
5164,플레이오프,2010-2011,11,박지현,원주동부,13.4,4.4,3.9,55.6,2.3,3.1,72.7,2.0,3.3,60.9,0.3,2.3,2.6,5.3,2.4,1.6,0.1,3.1
5165,플레이오프,2010-2011,12,크리스 다니엘스,전주KCC,13.1,4.6,6.7,68.1,4.0,5.0,80.0,4.0,5.6,71.8,2.6,3.6,6.1,1.0,2.3,0.4,0.4,2.6
5166,플레이오프,2010-2011,13,서장훈,인천전자랜드,13.0,4.3,5.5,50.0,3.0,3.0,100.0,2.0,2.5,80.0,0.3,1.8,2.0,1.0,1.0,0.8,0.3,3.8
5167,플레이오프,2010-2011,14,이정석,서울삼성,13.0,4.0,2.7,50.0,2.3,3.3,70.0,1.3,2.7,50.0,1.7,1.7,3.3,5.7,3.3,2.7,0.0,2.7
5168,플레이오프,2010-2011,15,김주성,원주동부,12.6,5.6,9.6,58.2,1.4,2.1,66.7,4.6,6.7,68.1,1.3,5.4,6.7,4.1,1.7,1.0,1.7,2.4
5169,플레이오프,2010-2011,16,전태풍,전주KCC,12.4,3.9,4.9,47.1,3.1,3.3,95.7,2.0,3.6,56.0,0.4,2.1,2.6,4.6,2.1,1.9,0.0,3.1
5170,플레이오프,2010-2011,17,자이 루이스,창원LG,12.0,5.0,11.3,44.1,2.0,3.0,66.7,4.7,10.7,43.8,4.7,3.3,8.0,1.7,1.7,0.7,0.0,3.3
5171,플레이오프,2010-2011,18,황진원,원주동부,11.9,3.4,5.1,47.2,4.0,4.6,87.5,1.9,3.0,61.9,0.6,1.9,2.4,2.7,1.6,0.4,0.0,2.1
